product_id,company_id,date,balance,available,granted,liquidity,countable
PRODUCT_03016,COMP_0041,2026-09-01 00:00:00,24026.69,,,,
PRODUCT_05675,COMP_0041,2026-09-01 00:00:00,917.36,,,,
PRODUCT_05860,COMP_0041,2026-09-01 00:00:00,125.72,,,,
PRODUCT_07894,COMP_0041,2026-09-01 00:00:00,-43581.68,,-44216.95,,
PRODUCT_00860,COMP_0042,2026-09-01 00:00:00,1414.89,,,,
PRODUCT_02170,COMP_0042,2026-09-01 00:00:00,1512.99,,,1512.99,
PRODUCT_03017,COMP_0042,2026-09-01 00:00:00,0,,,,
PRODUCT_03160,COMP_0042,2026-09-01 00:00:00,104223.66,,,,
PRODUCT_03925,COMP_0042,2026-09-01 00:00:00,3095.13,,,3095.13,
PRODUCT_05082,COMP_0042,2026-09-01 00:00:00,185631.88,,,185631.88,185647.88
PRODUCT_05147,COMP_0042,2026-09-01 00:00:00,1719.52,,,,
PRODUCT_05177,COMP_0042,2026-09-01 00:00:00,0,,,,
PRODUCT_05196,COMP_0042,2026-09-01 00:00:00,510.54,,,,
PRODUCT_05320,COMP_0042,2026-09-01 00:00:00,38808.38,,,,
PRODUCT_05528,COMP_0042,2026-09-01 00:00:00,367046.92,,,367046.92,475143.41
PRODUCT_07300,COMP_0042,2026-09-01 00:00:00,8502.63,,,,
PRODUCT_07707,COMP_0042,2026-09-01 00:00:00,3593.43,,,,
PRODUCT_08198,COMP_0042,2026-09-01 00:00:00,132.96,,,,
PRODUCT_08200,COMP_0042,2026-09-01 00:00:00,0,,,,
PRODUCT_08204,COMP_0042,2026-09-01 00:00:00,0,,,,
PRODUCT_08206,COMP_0042,2026-09-01 00:00:00,134449.17,,,,
PRODUCT_08211,COMP_0042,2026-09-01 00:00:00,2574.22,,,,
PRODUCT_08213,COMP_0042,2026-09-01 00:00:00,0,,-65089.46,,
PRODUCT_04086,COMP_0043,2026-09-01 00:00:00,249709.66,,,,
PRODUCT_07618,COMP_0043,2026-09-01 00:00:00,12604.4,,,,
PRODUCT_07910,COMP_0043,2026-09-01 00:00:00,0,,,,
PRODUCT_00907,COMP_0044,2026-09-01 00:00:00,0,,,,
PRODUCT_06527,COMP_0045,2026-09-01 00:00:00,218634.14,,,,
PRODUCT_08259,COMP_0046,2026-09-01 00:00:00,-476658.35,,-488000,,
PRODUCT_01501,COMP_0046,2026-09-01 00:00:00,333025.39,,,,
PRODUCT_08230,COMP_0046,2026-09-01 00:00:00,382758.36,,,,
PRODUCT_00147,COMP_0047,2026-09-01 00:00:00,-100636.88,,,,
PRODUCT_00209,COMP_0047,2026-09-01 00:00:00,0,,-8780.52,,
PRODUCT_00811,COMP_0047,2026-09-01 00:00:00,0,,,,
PRODUCT_00879,COMP_0047,2026-09-01 00:00:00,0,,-42496.87,,
PRODUCT_00886,COMP_0047,2026-09-01 00:00:00,0,,-256287.28,,
PRODUCT_00946,COMP_0047,2026-09-01 00:00:00,0,,,,
PRODUCT_01029,COMP_0047,2026-09-01 00:00:00,0,,-3922,,
PRODUCT_01055,COMP_0047,2026-09-01 00:00:00,0,,-70000,,
PRODUCT_01536,COMP_0047,2026-09-01 00:00:00,0,,-44117.69,,
PRODUCT_01919,COMP_0047,2026-09-01 00:00:00,75.48,,,,
PRODUCT_02267,COMP_0047,2026-09-01 00:00:00,0,,-61010.14,,
PRODUCT_02485,COMP_0047,2026-09-01 00:00:00,0,,-112195.69,,
PRODUCT_03220,COMP_0047,2026-09-01 00:00:00,-2280000,,-2660000,,
PRODUCT_03422,COMP_0047,2026-09-01 00:00:00,305,,,,
PRODUCT_03501,COMP_0047,2026-09-01 00:00:00,14464.22,,,,
PRODUCT_03870,COMP_0047,2026-09-01 00:00:00,0,,-1950.09,,
PRODUCT_04059,COMP_0047,2026-09-01 00:00:00,0,,,,
PRODUCT_04103,COMP_0047,2026-09-01 00:00:00,0,,-200000,,
PRODUCT_04149,COMP_0047,2026-09-01 00:00:00,0,,,,0
PRODUCT_04219,COMP_0047,2026-09-01 00:00:00,115.78,,,,
PRODUCT_04351,COMP_0047,2026-09-01 00:00:00,0,,,,
