company_id,group_id,country,currency,erp,created_at
COMP_0047,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:08
COMP_0326,GROUP_0018,,EUR,businessCentral,2025-09-02 07:34:47
COMP_0398,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:40
COMP_0422,GROUP_0018,,EUR,businessCentral,2025-09-02 07:34:25
COMP_0565,GROUP_0018,,EUR,businessCentral,2025-10-07 11:27:15
COMP_0599,GROUP_0018,,EUR,businessCentral,2025-09-02 07:34:58
COMP_0729,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:49
COMP_0935,GROUP_0018,,EUR,businessCentral,2025-10-02 11:23:56
COMP_0979,GROUP_0018,,EUR,businessCentral,2025-09-02 07:36:09
COMP_1038,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:19
COMP_1113,GROUP_0018,,EUR,businessCentral,2025-09-02 07:35:30
COMP_1183,GROUP_0018,,EUR,businessCentral,2025-09-02 07:36:00
COMP_0042,GROUP_0162,US,USD,businessOne,2022-04-06 12:52:02
COMP_0278,GROUP_0162,FR,EUR,businessOne,2022-04-06 14:23:50
COMP_0423,GROUP_0162,,EUR,businessOne,2022-04-06 14:21:41
COMP_0440,GROUP_0162,,VND,businessOne,2022-04-06 14:24:21
COMP_0471,GROUP_0162,ES,EUR,businessOne,2022-03-01 17:36:45
COMP_0578,GROUP_0162,ES,EUR,businessOne,2022-04-06 14:23:22
COMP_0694,GROUP_0162,FR,EUR,businessOne,2022-04-06 16:19:17
COMP_0945,GROUP_0162,ES,EUR,businessOne,2022-04-06 07:44:33
COMP_0105,GROUP_0079,,EUR,dynamicsAx,2024-11-28 10:31:01
COMP_0130,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:02:41
COMP_0161,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:09:38
COMP_0342,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:06:09
COMP_0381,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:07:47
COMP_0500,GROUP_0079,,EUR,dynamicsAx,2024-11-28 10:34:29
COMP_0510,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:09:09
COMP_0533,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:08:37
COMP_0575,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:01:27
COMP_0615,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:02:07
COMP_0903,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:08:10
COMP_1046,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:06:37
COMP_1143,GROUP_0079,,EUR,dynamicsAx,2024-11-28 14:04:19
COMP_1209,GROUP_0079,,EUR,dynamicsAx,2024-11-28 10:30:32
COMP_1256,GROUP_0079,,EUR,dynamicsAx,2024-11-28 10:33:46
COMP_0099,GROUP_0238,ESPAÑA,EUR,sage200,2023-10-06 11:07:45
COMP_0778,GROUP_0238,ESPAÑA,EUR,sage200,2023-10-06 11:08:16
COMP_0906,GROUP_0238,ES,EUR,sage200,2026-01-08 14:35:51
COMP_1074,GROUP_0238,,EUR,sage200,2025-05-04 17:08:08
COMP_0150,GROUP_0081,,EUR,a3,2025-09-09 10:11:05
COMP_0228,GROUP_0081,,EUR,a3,2025-09-09 10:10:50
COMP_0651,GROUP_0081,,EUR,a3,2025-09-09 10:11:22
COMP_0797,GROUP_0081,,EUR,a3,2025-09-09 10:08:31
COMP_0891,GROUP_0081,,EUR,,2025-09-18 13:45:20
COMP_0897,GROUP_0081,,EUR,a3,2025-09-09 10:10:36
COMP_0932,GROUP_0081,,EUR,a3,2025-09-09 10:07:09
COMP_1037,GROUP_0081,,EUR,a3,2025-09-09 10:09:21
COMP_1072,GROUP_0081,,EUR,a3,2025-09-09 10:09:54
COMP_1077,GROUP_0081,,EUR,a3,2025-09-09 10:08:16
COMP_1135,GROUP_0081,,EUR,a3,2025-09-09 10:10:22
COMP_1193,GROUP_0081,,EUR,a3,2025-09-09 10:07:35
COMP_0063,GROUP_0011,,EUR,,2026-01-20 21:39:27
COMP_0297,GROUP_0011,,EUR,,2026-01-20 21:40:47
COMP_0893,GROUP_0011,,EUR,,2026-01-20 21:39:06
COMP_0898,GROUP_0011,,EUR,,2026-01-20 21:34:00
COMP_0954,GROUP_0011,,EUR,,2026-01-20 21:40:35
COMP_0970,GROUP_0011,,EUR,,2026-01-20 21:37:56
COMP_1140,GROUP_0011,,EUR,,2026-01-20 21:38:08
COMP_1205,GROUP_0011,,EUR,,2026-01-20 21:38:26
COMP_1260,GROUP_0011,,EUR,,2026-01-20 21:40:22
COMP_1261,GROUP_0011,,EUR,,2026-01-20 21:41:00
COMP_0965,GROUP_0229,,EUR,,2026-05-06 15:27:44
COMP_1070,GROUP_0031,,EUR,sage200,2025-01-24 11:18:44
COMP_0415,GROUP_0204,,EUR,netsuite,2026-06-09 07:32:55
COMP_0169,GROUP_0090,,EUR,businessCentral,2025-04-24 10:48:30
COMP_0594,GROUP_0090,,EUR,businessCentral,2025-04-24 10:50:01
COMP_0852,GROUP_0090,,EUR,businessCentral,2025-04-24 10:51:12
COMP_1170,GROUP_0090,,EUR,businessCentral,2025-05-13 10:51:18
COMP_1249,GROUP_0090,,EUR,businessCentral,2025-04-24 10:47:02
COMP_1053,GROUP_0002,,EUR,,2026-07-03 12:25:32
COMP_0022,GROUP_0065,,EUR,,2024-10-10 11:08:11
COMP_0087,GROUP_0065,,EUR,,2024-10-10 09:07:45
COMP_0195,GROUP_0065,,EUR,,2024-10-10 11:00:07
COMP_0250,GROUP_0065,,EUR,netsuite,2024-10-10 11:08:53
COMP_0538,GROUP_0065,,EUR,,2024-10-10 09:26:54
COMP_0549,GROUP_0065,,EUR,,2024-10-10 11:01:06
COMP_0595,GROUP_0065,,EUR,,2024-10-10 09:14:01
COMP_0604,GROUP_0065,,EUR,,2024-10-10 09:27:35
COMP_0780,GROUP_0065,,EUR,,2024-10-10 11:07:34
COMP_0791,GROUP_0065,,EUR,,2024-10-10 11:02:58
COMP_0905,GROUP_0065,,EUR,,2024-10-10 11:02:03
COMP_0924,GROUP_0065,,EUR,,2024-10-10 09:15:11
COMP_1250,GROUP_0065,,EUR,netsuite,2024-10-10 11:07:01
COMP_0115,GROUP_0095,,EUR,,2025-11-26 14:28:41
COMP_0162,GROUP_0095,,EUR,,2025-11-26 14:28:04
COMP_0248,GROUP_0095,,EUR,businessCentral,2025-10-31 12:51:29
COMP_0432,GROUP_0095,,EUR,,2025-11-26 14:19:04
COMP_0529,GROUP_0095,,EUR,,2025-11-26 14:29:19
COMP_0546,GROUP_0095,,EUR,,2025-11-26 14:16:21
COMP_0763,GROUP_0095,,EUR,,2025-11-26 14:19:32
COMP_1027,GROUP_0095,,EUR,,2025-11-26 14:20:45
COMP_1051,GROUP_0095,,EUR,,2025-11-26 14:20:07
COMP_1164,GROUP_0095,,EUR,,2025-11-26 14:16:55
COMP_1169,GROUP_0095,,EUR,businessCentral,2025-10-24 09:23:52
COMP_1267,GROUP_0095,,EUR,businessCentral,2025-10-31 12:51:44
COMP_0181,GROUP_0045,,EUR,businessCentral,2023-10-25 11:31:02
COMP_0788,GROUP_0045,,EUR,businessCentral,2023-10-25 11:30:57
COMP_0030,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:10:04
COMP_0293,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:08:17
COMP_0493,GROUP_0126,,EUR,,2024-05-21 08:10:29
COMP_0552,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:08:25
COMP_0647,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:09:12
COMP_0848,GROUP_0126,,EUR,,2024-05-21 08:10:21
COMP_0923,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:09:19
COMP_1022,GROUP_0126,,MXN,m3Rosetta,2024-05-21 08:09:54
COMP_1123,GROUP_0126,,MXN,m3Rosetta,2024-05-21 08:09:47
COMP_1130,GROUP_0126,,EUR,,2024-05-21 08:06:46
COMP_1185,GROUP_0126,,EUR,m3Rosetta,2024-05-21 08:08:09
COMP_0170,GROUP_0128,,EUR,,2026-03-25 13:41:49
COMP_0653,GROUP_0128,,EUR,,2025-06-04 12:00:00
COMP_1034,GROUP_0128,,EUR,,2026-01-27 14:12:27
COMP_1152,GROUP_0128,,EUR,,2025-06-04 09:34:58
COMP_1068,GROUP_0209,,GBP,,2026-02-05 14:48:13
COMP_0040,GROUP_0178,,EUR,,2026-03-09 11:59:24
COMP_0716,GROUP_0178,,EUR,,2026-03-11 12:31:33
COMP_0620,GROUP_0082,ES,EUR,businessCentral,2026-03-16 15:12:14
COMP_0770,GROUP_0082,ES,EUR,businessCentral,2025-04-24 13:26:49
COMP_0950,GROUP_0082,ES,EUR,businessCentral,2024-02-05 09:25:12
COMP_0057,GROUP_0122,,CAD,netsuite,2026-02-24 15:37:09
COMP_0323,GROUP_0122,,USD,netsuite,2026-02-24 15:36:49
COMP_0365,GROUP_0122,,EUR,netsuite,2026-02-24 15:33:47
COMP_0371,GROUP_0122,,EUR,netsuite,2026-02-24 15:35:21
COMP_0523,GROUP_0122,,EUR,netsuite,2026-02-24 15:35:49
COMP_0783,GROUP_0122,,GBP,netsuite,2026-02-24 15:36:18
COMP_0920,GROUP_0122,,EUR,netsuite,2026-02-24 15:36:33
COMP_1242,GROUP_0122,,EUR,netsuite,2026-02-24 15:36:04
COMP_0062,GROUP_0165,,EUR,,2025-12-18 10:58:43
COMP_0517,GROUP_0165,,EUR,,2025-12-18 10:56:02
COMP_1121,GROUP_0165,,EUR,,2025-12-18 10:58:54
COMP_1148,GROUP_0165,,EUR,,2025-12-18 10:58:23
COMP_0558,GROUP_0026,,EUR,businessOne,2026-04-22 14:38:12
COMP_1262,GROUP_0026,,EUR,businessOne,2026-04-21 21:01:11
COMP_0004,GROUP_0058,ES,EUR,businessCentral,2026-02-25 08:10:06
COMP_0664,GROUP_0058,ES,EUR,businessCentral,2026-02-25 08:11:45
COMP_0745,GROUP_0058,ES,EUR,businessCentral,2026-02-25 08:11:20
COMP_0038,GROUP_0104,,EUR,,2026-02-27 16:09:11
COMP_0058,GROUP_0104,ES,EUR,libra,2026-02-27 16:06:46
COMP_0132,GROUP_0104,ES,EUR,libra,2026-02-27 16:10:25
COMP_0291,GROUP_0104,,EUR,,2026-02-27 16:08:55
COMP_0420,GROUP_0104,,EUR,,2026-02-27 16:09:31
COMP_0676,GROUP_0104,ES,EUR,libra,2026-02-27 16:10:11
COMP_0756,GROUP_0104,ES,EUR,libra,2026-03-11 20:59:31
COMP_0944,GROUP_0104,ES,EUR,libra,2026-02-27 16:09:43
COMP_1208,GROUP_0104,ES,EUR,libra,2026-02-27 16:10:49
COMP_1243,GROUP_0104,ES,EUR,libra,2026-02-27 16:09:57
COMP_0223,GROUP_0078,,EUR,,2022-12-12 12:30:25
COMP_0258,GROUP_0078,,EUR,,2022-12-12 12:30:44
COMP_0383,GROUP_0078,,EUR,,2022-12-12 12:31:20
COMP_0827,GROUP_0078,,EUR,,2022-12-12 12:30:58
COMP_1265,GROUP_0078,,EUR,,2022-12-12 12:30:36
COMP_1286,GROUP_0030,,EUR,,2021-11-17 10:55:30
COMP_0152,GROUP_0037,ES,EUR,navision,2024-11-20 19:57:41
COMP_0198,GROUP_0037,ES,EUR,navision,2024-11-20 19:59:05
COMP_0636,GROUP_0037,ES,EUR,navision,2024-11-20 19:58:46
COMP_0847,GROUP_0037,ES,EUR,navision,2024-11-20 19:58:27
COMP_0994,GROUP_0037,ES,EUR,navision,2024-11-20 19:58:55
COMP_1168,GROUP_0037,ES,EUR,navision,2024-11-20 19:59:26
COMP_0119,GROUP_0048,,EUR,businessCentral,2026-03-10 16:47:59
COMP_0171,GROUP_0048,,EUR,businessCentral,2026-03-10 16:47:44
COMP_0192,GROUP_0048,,EUR,businessCentral,2026-03-10 16:42:54
COMP_0435,GROUP_0048,,EUR,businessCentral,2026-03-10 16:46:11
COMP_0436,GROUP_0048,,EUR,businessCentral,2026-03-10 16:45:48
COMP_0540,GROUP_0048,,EUR,businessCentral,2026-03-10 16:46:32
COMP_0668,GROUP_0048,,EUR,businessCentral,2026-03-10 16:49:14
COMP_0858,GROUP_0048,,EUR,businessCentral,2026-03-10 16:47:17
COMP_0887,GROUP_0048,,EUR,businessCentral,2026-03-10 16:46:59
COMP_1062,GROUP_0048,,EUR,businessCentral,2026-03-10 16:49:33
COMP_0744,GROUP_0032,US,USD,,2026-01-21 23:19:35
COMP_1012,GROUP_0032,,EUR,,2026-01-21 23:16:10
COMP_1025,GROUP_0032,,EUR,,2026-01-21 23:17:57
COMP_1146,GROUP_0032,,EUR,,2026-01-21 23:18:34
COMP_0233,GROUP_0150,,EUR,,2024-04-24 13:32:33
COMP_0316,GROUP_0150,España,EUR,sage200,2023-11-16 13:16:28
COMP_0341,GROUP_0150,España,EUR,sage200,2023-06-19 14:40:53
COMP_0389,GROUP_0150,,EUR,,2025-06-17 15:03:02
COMP_0438,GROUP_0150,España,EUR,sage200,2023-06-19 14:40:59
COMP_0492,GROUP_0150,,EUR,sage200,2024-04-24 13:42:33
COMP_0568,GROUP_0150,ES,EUR,sage200,2025-03-07 15:24:04
COMP_0665,GROUP_0150,,EUR,sage200,2024-10-11 14:04:15
COMP_0859,GROUP_0150,,EUR,,2024-04-24 13:28:05
COMP_0916,GROUP_0150,,EUR,,2024-04-24 13:29:20
COMP_1153,GROUP_0150,,EUR,,2024-04-24 13:31:39
COMP_1155,GROUP_0150,,EUR,sage200,2024-04-24 13:43:39
COMP_1157,GROUP_0150,,EUR,,2025-11-04 09:39:18
COMP_0466,GROUP_0200,,EUR,netsuite,2025-03-05 17:08:09
COMP_0563,GROUP_0200,ES,EUR,netsuite,2025-03-05 17:06:11
COMP_0598,GROUP_0200,DE,EUR,netsuite,2025-03-05 17:05:55
COMP_0682,GROUP_0200,ES,EUR,netsuite,2025-03-05 17:03:08
COMP_0689,GROUP_0200,,EUR,netsuite,2025-03-05 17:07:45
COMP_0735,GROUP_0200,,EUR,netsuite,2025-03-05 17:07:18
COMP_0958,GROUP_0200,ES,EUR,netsuite,2025-03-05 17:06:44
COMP_1093,GROUP_0200,ES,EUR,netsuite,2025-03-05 17:02:32
COMP_1277,GROUP_0200,DE,EUR,netsuite,2025-03-05 17:07:30
COMP_0065,GROUP_0139,ES,EUR,businessCentral,2024-06-24 17:11:58
COMP_0686,GROUP_0139,ES,EUR,businessCentral,2024-06-24 17:09:47
COMP_1117,GROUP_0139,,EUR,,2025-09-09 10:18:15
COMP_1171,GROUP_0139,ES,EUR,businessCentral,2024-06-24 17:10:58
COMP_1191,GROUP_0139,ES,EUR,businessCentral,2024-06-24 17:12:47
COMP_0006,GROUP_0195,,EUR,businessCentral,2026-01-09 10:39:38
COMP_0008,GROUP_0195,,EUR,businessCentral,2026-01-09 10:32:46
COMP_0116,GROUP_0195,,EUR,businessCentral,2026-01-09 10:37:04
COMP_0364,GROUP_0195,,EUR,businessCentral,2026-01-09 10:40:10
COMP_0974,GROUP_0195,,EUR,businessCentral,2026-01-09 10:35:44
COMP_1020,GROUP_0195,,EUR,businessCentral,2026-01-09 10:38:35
COMP_1237,GROUP_0206,,EUR,fo,2025-09-15 15:38:56
COMP_0385,GROUP_0145,,EUR,,2025-07-14 13:58:39
COMP_0110,GROUP_0008,,EUR,businessCentral,2026-04-01 14:13:36
COMP_0464,GROUP_0008,,EUR,businessCentral,2026-04-01 14:11:25
COMP_0514,GROUP_0008,,EUR,businessCentral,2026-03-31 15:22:23
COMP_0580,GROUP_0008,,EUR,businessCentral,2026-04-01 14:10:48
COMP_0643,GROUP_0008,,EUR,businessCentral,2026-04-01 14:12:02
COMP_0787,GROUP_0008,,EUR,businessCentral,2026-04-01 14:12:37
COMP_0290,GROUP_0053,ES,EUR,businessOne,2025-05-21 09:03:40
COMP_0543,GROUP_0053,ES,EUR,businessOne,2025-05-21 09:01:43
COMP_0593,GROUP_0053,ES,EUR,businessOne,2025-07-29 16:02:46
COMP_0648,GROUP_0053,ES,EUR,businessOne,2025-05-21 09:05:33
COMP_0654,GROUP_0053,ES,EUR,businessOne,2025-12-02 16:10:46
COMP_0842,GROUP_0053,ES,EUR,businessOne,2025-05-21 09:04:00
COMP_1172,GROUP_0053,ES,EUR,businessOne,2025-05-21 09:05:04
COMP_1129,GROUP_0024,,EUR,,2026-02-10 09:44:04
COMP_0028,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:43:14
COMP_0167,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:43:19
COMP_0247,GROUP_0218,US,EUR,businessCentral,2025-04-24 15:33:57
COMP_0562,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:42:43
COMP_0588,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:42:50
COMP_0612,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:44:23
COMP_0614,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:44:19
COMP_0843,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:43:10
COMP_0864,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:43:29
COMP_0880,GROUP_0218,US,USD,businessCentral,2025-08-21 10:15:51
COMP_0951,GROUP_0218,ES,EUR,businessCentral,2025-04-24 16:03:46
COMP_0984,GROUP_0218,,EUR,businessCentral,2025-04-24 15:34:33
COMP_1057,GROUP_0218,ES,USD,businessCentral,2025-09-09 08:07:47
COMP_1198,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:42:55
COMP_1281,GROUP_0218,ES,EUR,businessCentral,2025-04-01 09:40:27
COMP_1282,GROUP_0218,ES,EUR,businessCentral,2024-02-01 16:42:32
COMP_0796,GROUP_0160,ESPANYA,EUR,businessCentral,2023-04-14 17:58:37
COMP_0812,GROUP_0160,ESPANYA,EUR,businessCentral,2023-04-14 18:09:57
COMP_1226,GROUP_0160,Espanya,EUR,businessCentral,2023-04-14 18:09:17
COMP_1204,GROUP_0100,,EUR,businessCentral,2026-02-16 09:03:07
COMP_1214,GROUP_0100,,EUR,businessCentral,2026-02-16 09:08:22
COMP_0391,GROUP_0042,,EUR,,2026-03-12 10:13:02
COMP_0444,GROUP_0042,,EUR,,2026-03-12 10:11:27
COMP_0049,GROUP_0180,,EUR,businessCentral,2025-01-13 10:22:41
COMP_0202,GROUP_0194,,AED,,2024-10-29 11:22:45
COMP_0249,GROUP_0194,GB,GBP,netsuite,2023-04-03 10:14:00
COMP_0312,GROUP_0194,,EUR,,2025-07-07 08:05:00
COMP_0462,GROUP_0194,,EUR,netsuite,2022-10-14 10:37:21
COMP_0567,GROUP_0194,,EUR,,2025-07-07 08:39:49
COMP_0883,GROUP_0194,,EUR,netsuite,2022-10-14 10:28:04
COMP_1255,GROUP_0194,SE,EUR,netsuite,2022-10-14 10:39:04
COMP_0007,GROUP_0064,,EUR,,2026-03-10 11:53:54
COMP_0067,GROUP_0064,,EUR,,2026-03-10 11:56:38
COMP_0127,GROUP_0064,,EUR,,2026-05-06 14:42:42
COMP_0222,GROUP_0064,,EUR,,2026-04-21 08:12:36
COMP_0315,GROUP_0064,,EUR,,2026-03-10 11:54:48
COMP_0390,GROUP_0064,,EUR,,2026-05-06 14:45:19
COMP_0572,GROUP_0064,,EUR,,2026-03-10 11:55:19
COMP_0722,GROUP_0064,,EUR,,2026-03-10 11:55:49
COMP_0738,GROUP_0064,,EUR,,2026-03-10 11:55:07
COMP_0949,GROUP_0064,,EUR,,2026-03-10 11:56:04
COMP_1115,GROUP_0064,,EUR,,2026-04-28 10:39:59
COMP_1144,GROUP_0064,,EUR,,2026-03-10 11:54:30
COMP_0804,GROUP_0077,,BRL,,2026-02-23 17:08:36
COMP_1272,GROUP_0077,,EUR,,2026-02-23 16:56:50
COMP_0077,GROUP_0213,,EUR,businessCentral,2024-01-12 09:49:17
COMP_0230,GROUP_0213,,EUR,,2025-10-03 08:49:40
COMP_0246,GROUP_0213,,EUR,businessCentral,2024-01-12 09:48:57
COMP_0428,GROUP_0213,,EUR,businessCentral,2024-01-12 09:49:20
COMP_0805,GROUP_0213,,EUR,businessCentral,2025-10-03 08:49:19
COMP_1274,GROUP_0213,,EUR,businessCentral,2025-03-24 09:52:01
COMP_0345,GROUP_0069,,EUR,businessCentral,2026-03-20 12:04:27
COMP_1016,GROUP_0069,,EUR,businessCentral,2026-03-10 14:10:55
COMP_1028,GROUP_0069,,EUR,businessCentral,2026-03-10 14:11:45
COMP_1035,GROUP_0148,,EUR,businessCentral,2025-04-01 07:15:06
COMP_1124,GROUP_0148,,EUR,businessCentral,2025-04-01 07:14:08
COMP_1174,GROUP_0148,,EUR,businessCentral,2025-04-01 07:15:44
COMP_0447,GROUP_0190,,EUR,businessCentral,2025-09-09 16:16:30
COMP_0956,GROUP_0166,,EUR,,2026-04-28 09:50:11
COMP_0406,GROUP_0034,,EUR,netsuite,2026-01-09 12:41:04
COMP_0225,GROUP_0118,,EUR,businessCentral,2023-10-05 14:15:50
COMP_0646,GROUP_0118,,EUR,businessCentral,2023-10-05 14:15:19
COMP_0980,GROUP_0118,,EUR,,2023-10-05 14:15:58
COMP_0981,GROUP_0118,,EUR,businessCentral,2023-10-05 14:15:36
COMP_0983,GROUP_0118,,EUR,businessCentral,2023-10-05 14:15:42
COMP_1019,GROUP_0118,,EUR,businessCentral,2026-03-16 14:21:44
COMP_1095,GROUP_0118,,EUR,businessCentral,2025-05-15 06:59:04
COMP_1212,GROUP_0118,,EUR,businessCentral,2023-10-05 14:15:29
COMP_0018,GROUP_0250,,EUR,distritoK,2022-04-22 11:33:18
COMP_0125,GROUP_0250,,EUR,distritoK,2022-04-22 11:30:27
COMP_0263,GROUP_0250,,EUR,distritoK,2022-04-22 11:31:45
COMP_0308,GROUP_0250,,EUR,distritoK,2022-04-22 11:29:02
COMP_0309,GROUP_0250,,EUR,distritoK,2022-04-22 11:31:31
COMP_0363,GROUP_0250,,EUR,distritoK,2022-04-22 11:29:15
COMP_0671,GROUP_0250,,EUR,distritoK,2022-04-22 11:28:50
COMP_0809,GROUP_0250,,EUR,distritoK,2022-04-22 11:28:11
COMP_0815,GROUP_0250,,EUR,distritoK,2022-04-22 11:32:08
COMP_0819,GROUP_0250,,EUR,distritoK,2022-04-22 11:29:27
COMP_0826,GROUP_0250,,EUR,distritoK,2022-04-22 11:32:20
COMP_0831,GROUP_0250,,EUR,distritoK,2022-04-22 11:27:59
COMP_0835,GROUP_0250,,EUR,distritoK,2022-04-22 11:30:14
COMP_0838,GROUP_0250,,EUR,distritoK,2022-04-22 11:31:18
COMP_0839,GROUP_0250,,EUR,distritoK,2022-04-22 11:30:53
COMP_1120,GROUP_0250,,EUR,distritoK,2022-04-22 11:32:35
COMP_1239,GROUP_0250,,EUR,distritoK,2022-04-22 11:31:57
COMP_1240,GROUP_0250,,EUR,distritoK,2022-04-22 11:31:06
COMP_1241,GROUP_0250,,EUR,distritoK,2022-04-22 11:30:40
COMP_1195,GROUP_0171,,EUR,businessCentral,2026-01-26 11:45:00
COMP_0287,GROUP_0231,,EUR,netsuite,2023-10-09 08:23:09
COMP_0803,GROUP_0231,ESPAÑA,EUR,netsuite,2023-10-09 08:22:55
COMP_0474,GROUP_0141,,EUR,businessCentral,2024-05-03 07:36:41
COMP_0846,GROUP_0141,,EUR,businessCentral,2024-05-03 07:37:00
COMP_0875,GROUP_0141,,EUR,businessCentral,2024-05-03 07:36:48
COMP_0985,GROUP_0141,,EUR,businessCentral,2024-05-03 07:37:12
COMP_1045,GROUP_0141,,EUR,businessCentral,2024-05-03 07:36:35
COMP_1079,GROUP_0141,,EUR,businessCentral,2024-05-03 07:36:54
COMP_1156,GROUP_0141,,EUR,businessCentral,2024-05-03 07:37:05
COMP_1223,GROUP_0141,,EUR,businessCentral,2024-05-03 07:36:28
COMP_0051,GROUP_0163,,EUR,navision,2024-02-13 09:25:17
COMP_0284,GROUP_0163,,EUR,navision,2024-02-13 09:25:24
COMP_1006,GROUP_0163,,EUR,navision,2024-02-13 09:25:11
COMP_0265,GROUP_0033,,EUR,,2025-09-26 11:03:10
COMP_0743,GROUP_0033,,EUR,netsuite,2025-09-26 09:50:36
COMP_0570,GROUP_0123,,EUR,businessCentral,2026-04-07 08:27:05
COMP_0009,GROUP_0225,,EUR,businessCentral,2025-08-07 10:10:47
COMP_0039,GROUP_0225,,EUR,businessCentral,2025-09-21 10:00:44
COMP_0176,GROUP_0225,,EUR,businessCentral,2025-08-07 10:10:25
COMP_0481,GROUP_0225,,EUR,,2025-09-18 15:43:50
COMP_0982,GROUP_0207,ES,EUR,,2025-03-10 09:05:55
COMP_0019,GROUP_0212,,EUR,,2024-07-10 16:36:49
COMP_0172,GROUP_0212,,EUR,,2024-07-08 16:05:13
COMP_0244,GROUP_0212,,EUR,,2024-07-10 16:17:46
COMP_0458,GROUP_0212,,EUR,,2025-09-04 10:55:18
COMP_0564,GROUP_0212,,EUR,,2024-07-10 16:38:26
COMP_0596,GROUP_0212,,EUR,,2024-09-09 09:26:28
COMP_0617,GROUP_0212,,MXN,,2025-12-01 17:25:50
COMP_0687,GROUP_0212,,EUR,,2024-07-10 16:34:34
COMP_0706,GROUP_0212,,EUR,,2024-07-10 16:32:46
COMP_0766,GROUP_0212,,EUR,,2024-07-10 16:35:42
COMP_1167,GROUP_0212,,EUR,,2024-07-10 16:31:12
COMP_0220,GROUP_0124,,EUR,,2025-12-04 10:52:11
COMP_0495,GROUP_0124,,EUR,distritoK,2025-12-04 10:51:54
COMP_1058,GROUP_0124,,EUR,,2025-12-04 10:52:51
