product_id,company_id,label,type,bank_name,service,currency,created_at
PRODUCT_00075,COMP_0623,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2025-04-09 10:47:22
PRODUCT_00076,COMP_1101,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2026-03-04 08:08:18
PRODUCT_00078,COMP_0279,CHECKING_01,checking,Bankinter Empresas,bankinter_emp,USD,2024-07-30 12:42:03
PRODUCT_00080,COMP_0439,CHECKING_01,checking,Crédit Agricole des Savoie,ca_des_savoie,EUR,2026-04-28 06:59:57
PRODUCT_00082,COMP_0292,CHECKING_01,checking,Other (customer-defined),custom,GHS,2025-10-15 10:32:59
PRODUCT_00084,COMP_0351,CHECKING_01,checking,Banco Sabadell Empresas,sabadell_emp,EUR,2026-07-07 11:04:45
PRODUCT_00085,COMP_0926,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-04-04 10:39:46
PRODUCT_00086,COMP_0723,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2025-11-03 10:50:37
PRODUCT_00087,COMP_0365,CHECKING_02,checking,Arkéa Banque Entreprises et Institutionnels,arkea-corporate,EUR,2026-03-02 11:10:15
PRODUCT_00088,COMP_1282,CARD_01,card,Caixabank,caixa_emp,EUR,2024-02-12 15:22:32
PRODUCT_00089,COMP_0670,CHECKING_01,checking,Revolut,revolut,EUR,2024-11-13 08:44:32
PRODUCT_00090,COMP_0303,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-18 14:54:26
PRODUCT_00091,COMP_0391,CHECKING_01,checking,Bankinter Empresas,bankinter_emp,EUR,2026-07-14 14:55:00
PRODUCT_00092,COMP_0870,CARD_01,card,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2024-09-18 08:36:01
PRODUCT_00094,COMP_0279,CHECKING_02,checking,Bankinter Empresas,bankinter_emp,EUR,2024-07-30 12:42:03
PRODUCT_00096,COMP_0679,CHECKING_01,checking,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2025-05-22 14:36:58
PRODUCT_00097,COMP_1279,CHECKING_01,checking,BBVA,bbva_emp,EUR,2025-05-29 08:29:13
PRODUCT_00098,COMP_1053,CHECKING_01,checking,Banco Sabadell Empresas,sabadell_emp,EUR,2026-07-06 13:36:32
PRODUCT_00099,COMP_1086,CARD_01,card,Banco Sabadell,sabadell_emp,EUR,2023-10-30 11:38:24
PRODUCT_00100,COMP_0656,CHECKING_01,checking,HSBC Corporate EU,hsbccorporate_eu,GBP,2025-10-21 09:05:05
PRODUCT_00102,COMP_0009,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2025-09-18 14:27:51
PRODUCT_00103,COMP_0435,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-17 17:17:14
PRODUCT_00104,COMP_1081,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2024-12-11 11:59:40
PRODUCT_00106,COMP_0674,CHECKING_01,checking,iberCaja,ibercaja,EUR,2024-06-27 11:44:33
PRODUCT_00107,COMP_0693,CHECKING_01,checking,Stripe,stripe,USD,2024-06-24 14:58:07
PRODUCT_00108,COMP_0203,CARD_01,card,Caixabank,caixa_emp,EUR,2023-09-14 10:20:02
PRODUCT_00111,COMP_1269,CARD_01,card,Bankinter Empresas,bankinter_emp,EUR,2025-07-15 14:36:05
PRODUCT_00112,COMP_0747,CHECKING_01,checking,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2025-05-22 14:36:58
PRODUCT_00113,COMP_0252,CHECKING_02,checking,Banking Circle GLOBAL,bc,USD,2026-07-28 13:51:07
PRODUCT_00114,COMP_1150,CHECKING_01,checking,Bankinter Empresas,bankinter_emp,EUR,2025-02-10 10:58:05
PRODUCT_00115,COMP_0898,CHECKING_01,checking,Kutxabank Empresas,kutxabank_emp,EUR,2026-02-25 08:49:22
PRODUCT_00116,COMP_0322,CHECKING_01,checking,Kutxabank Empresas,kutxabank_emp,EUR,2024-12-11 12:31:42
PRODUCT_00119,COMP_0228,TPV_01,tpv,Redsys,redsys,EUR,2025-09-22 13:49:24
PRODUCT_00120,COMP_0054,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-04-04 12:48:57
PRODUCT_00121,COMP_0194,CHECKING_01,checking,BBVA,bbva_emp,EUR,2024-03-11 11:08:56
PRODUCT_00122,COMP_0612,CHECKING_02,checking,Paypal,paypal,USD,2024-02-19 09:21:02
PRODUCT_00123,COMP_1060,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2026-04-13 12:16:22
PRODUCT_00125,COMP_0182,CHECKING_01,checking,Commerzbank AG,commerzbank,EUR,2025-10-29 10:17:04
PRODUCT_00126,COMP_0252,CHECKING_03,checking,Vereinigte Volksbank Raiffeisenbank eG,volksbank-hunsrueck-nahe,CZK,2026-03-19 10:40:13
PRODUCT_00127,COMP_0354,CHECKING_01,checking,Banco Santander,santander_emp,EUR,2024-04-11 07:13:23
PRODUCT_00128,COMP_0362,CHECKING_01,checking,Banca March,bancamarch,EUR,2025-01-23 09:00:12
PRODUCT_00129,COMP_1161,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2026-04-08 14:48:40
PRODUCT_00130,COMP_0491,CARD_01,card,BBVA Net Cash Empresas,bbva_emp,EUR,2026-01-22 10:05:57
PRODUCT_00131,COMP_0595,CHECKING_01,checking,Cajamar,cajamar,EUR,2025-03-18 08:45:22
PRODUCT_00132,COMP_1053,CHECKING_02,checking,Banco Santander Empresas,santander_emp,USD,2026-07-06 13:46:32
PRODUCT_00133,COMP_0560,CHECKING_02,checking,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,USD,2025-02-14 10:37:11
PRODUCT_00134,COMP_1014,CHECKING_01,checking,Citibank Online,ins_5,AUD,2025-03-12 17:51:24
PRODUCT_00135,COMP_0956,CARD_01,card,Caixabank Empresas,caixa_emp,EUR,2026-04-29 14:49:43
PRODUCT_00136,COMP_0797,CHECKING_01,checking,Banca March,bancamarch,EUR,2025-10-29 16:39:31
PRODUCT_00137,COMP_0945,CHECKING_01,checking,Caixabank,caixa_emp,EUR,2023-09-20 13:10:45
PRODUCT_00138,COMP_0008,CHECKING_01,checking,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2026-01-13 09:46:55
PRODUCT_00139,COMP_0656,CHECKING_02,checking,ING,ing,EUR,2025-12-04 12:51:24
PRODUCT_00141,COMP_0572,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2026-03-11 08:16:05
PRODUCT_00143,COMP_0207,CHECKING_01,checking,Bankinter,bankinter_emp,EUR,2023-08-31 12:38:24
PRODUCT_00145,COMP_0061,CHECKING_01,checking,Revolut EU,revolut,EUR,2026-01-26 15:37:41
PRODUCT_00146,COMP_0995,CHECKING_01,checking,RuralVia Empresas,ruralvia_emp,EUR,2025-03-10 12:37:08
PRODUCT_00148,COMP_0323,CHECKING_01,checking,Flagstar Bank - Business,ins_137272,USD,2026-05-07 08:34:14
PRODUCT_00149,COMP_0038,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-11 10:48:16
PRODUCT_00150,COMP_0695,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-08-01 11:55:28
PRODUCT_00151,COMP_0982,CARD_01,card,Caixabank Empresas,caixa_emp,EUR,2025-03-25 10:07:20
PRODUCT_00153,COMP_0324,CHECKING_01,checking,Abanca Empresas,abanca_emp,EUR,2026-04-15 12:20:09
PRODUCT_00155,COMP_0231,CHECKING_01,checking,Kutxabank Empresas,kutxabank_emp,EUR,2025-03-03 16:36:15
PRODUCT_00157,COMP_0957,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2026-05-14 10:13:49
PRODUCT_00158,COMP_0054,CHECKING_02,checking,Banco Santander Empresas,santander_emp,EUR,2025-04-04 11:45:23
PRODUCT_00160,COMP_1110,CHECKING_01,checking,Other (customer-defined),custom,EUR,2026-02-25 13:36:29
PRODUCT_00161,COMP_1074,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2025-05-05 07:39:39
PRODUCT_00162,COMP_0919,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-11-03 10:37:28
PRODUCT_00163,COMP_0727,CHECKING_01,checking,Banco Sabadell Empresas,sabadell_emp,EUR,2025-12-11 15:09:41
PRODUCT_00164,COMP_0112,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-04-23 09:16:29
PRODUCT_00165,COMP_0145,CHECKING_01,checking,Paypal,paypal,EUR,2026-04-28 15:17:42
PRODUCT_00166,COMP_1191,CHECKING_02,checking,Bankinter Empresas,bankinter_emp,EUR,2025-09-26 07:52:51
PRODUCT_00167,COMP_0694,CHECKING_01,checking,Crédit Industriel et Commercial,cic,EUR,2022-11-08 08:12:08
PRODUCT_00168,COMP_0797,CHECKING_02,checking,Banca March,bancamarch,EUR,2025-10-29 16:47:53
PRODUCT_00169,COMP_0988,CARD_02,card,Caixabank Empresas,caixa_emp,EUR,2026-03-03 12:11:50
PRODUCT_00170,COMP_0630,CARD_01,card,Caixabank Empresas,caixa_emp,EUR,2026-02-13 10:38:01
PRODUCT_00171,COMP_0174,CARD_01,card,Banco Santander,santander_emp,EUR,2026-02-17 14:15:19
PRODUCT_00173,COMP_0345,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-20 13:34:07
PRODUCT_00174,COMP_0129,CHECKING_01,checking,Abanca Empresas,abanca_emp,EUR,2025-12-10 11:56:43
PRODUCT_00175,COMP_0433,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-03-25 08:16:34
PRODUCT_00176,COMP_0400,CARD_01,card,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2024-09-17 13:28:16
PRODUCT_00177,COMP_0856,CHECKING_01,checking,Revolut EU,revolut_gb,USD,2024-11-13 08:38:13
PRODUCT_00178,COMP_0139,CHECKING_01,checking,Banco Sabadell Empresas,sabadell_emp,EUR,2025-04-04 11:18:24
PRODUCT_00179,COMP_0861,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2025-10-09 08:32:09
PRODUCT_00180,COMP_0988,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-04 08:19:46
PRODUCT_00181,COMP_0623,CHECKING_02,checking,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2025-04-09 13:40:36
PRODUCT_00182,COMP_0370,CHECKING_01,checking,Revolut EU,revolut_gb,USD,2026-01-26 17:02:09
PRODUCT_00183,COMP_0837,INVESTMENT_01,investment,Deutsche Bank (ES) - Empresas,ins_127317,EUR,2025-09-22 10:42:36
PRODUCT_00184,COMP_0121,CHECKING_01,checking,Caixabank,caixa_emp,EUR,2023-05-30 11:04:59
PRODUCT_00185,COMP_0351,CHECKING_02,checking,Bankinter Empresas,bankinter_emp,USD,2026-07-14 07:27:47
PRODUCT_00186,COMP_0596,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2024-09-09 09:27:53
PRODUCT_00187,COMP_0391,CHECKING_02,checking,Bankinter Empresas,bankinter_emp,EUR,2026-03-16 15:31:27
PRODUCT_00188,COMP_0461,CHECKING_01,checking,Caixabank,caixa_emp,EUR,2023-03-24 11:19:32
PRODUCT_00189,COMP_1016,CARD_01,card,Caixabank Empresas,caixa_emp,EUR,2026-03-20 13:16:26
PRODUCT_00190,COMP_0203,CARD_02,card,Caixabank Empresas,caixa_emp,EUR,2025-09-12 12:25:20
PRODUCT_00192,COMP_1006,CARD_01,card,Banco Sabadell,sabadell_emp,EUR,2024-02-15 14:22:49
PRODUCT_00193,COMP_1038,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2025-09-09 11:37:41
PRODUCT_00194,COMP_0094,CHECKING_01,checking,BBVA,bbva_emp,EUR,2023-11-16 10:07:19
PRODUCT_00195,COMP_1008,INVESTMENT_01,investment,Banca March,bancamarch,EUR,2026-02-25 15:45:28
PRODUCT_00196,COMP_1044,CHECKING_01,checking,NOVO BANCO SA,novo-banco-sa,EUR,2026-04-15 10:48:26
PRODUCT_00197,COMP_1067,CHECKING_01,checking,Other (customer-defined),custom,SGD,2025-06-07 13:18:26
PRODUCT_00198,COMP_1109,CARD_01,card,Banco Sabadell T. sec - CAL Empresas,sabadell_emp_sec,EUR,2023-11-08 15:30:35
PRODUCT_00203,COMP_0910,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-05-22 15:47:15
PRODUCT_00204,COMP_0710,CARD_01,card,BBVA Net Cash Empresas,bbva_emp,EUR,2026-01-22 10:05:57
PRODUCT_00205,COMP_0376,CHECKING_02,checking,Banco Santander,santander_emp,EUR,2025-09-16 11:06:29
PRODUCT_00206,COMP_0548,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-04-04 12:48:57
PRODUCT_00207,COMP_0357,CHECKING_01,checking,Caixabank,caixa_emp,EUR,2023-10-11 09:52:55
PRODUCT_00208,COMP_1131,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-02-10 07:40:37
PRODUCT_00210,COMP_0786,CHECKING_01,checking,Banco Santander,santander_emp,EUR,2024-07-05 05:43:30
PRODUCT_00211,COMP_0460,CHECKING_01,checking,Paypal,paypal,EUR,2023-08-28 08:11:35
PRODUCT_00212,COMP_0164,CHECKING_01,checking,Banco Sabadell,sabadell_emp,EUR,2023-07-07 10:27:04
PRODUCT_00213,COMP_1048,CARD_01,card,Abanca Empresas,abanca_emp,EUR,2025-10-09 12:44:46
PRODUCT_00214,COMP_1049,CARD_01,card,Caixabank Empresas,caixa_emp,EUR,2026-03-11 15:44:52
PRODUCT_00215,COMP_0708,CHECKING_01,checking,Banco Sabadell Empresas,sabadell_emp,EUR,2026-05-12 14:37:37
PRODUCT_00216,COMP_0646,CHECKING_01,checking,Caixabank,caixa,EUR,2026-07-28 13:37:33
PRODUCT_00218,COMP_0575,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2024-12-03 12:29:39
PRODUCT_00219,COMP_0480,CHECKING_01,checking,CAIXA GERAL DE DEPOSITOS SA,caixa-geral-de-depositos,EUR,2024-06-27 09:35:07
PRODUCT_00220,COMP_0636,CHECKING_01,checking,Unicaja Empresas,unicaja_emp,EUR,2026-09-03 08:35:36
PRODUCT_00222,COMP_1025,CARD_02,card,Banco Santander Empresas,santander_emp,EUR,2026-02-18 14:39:18
PRODUCT_00223,COMP_1012,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-01-22 14:41:10
PRODUCT_00224,COMP_0361,CHECKING_02,checking,Paypal,paypal,EUR,2023-08-28 08:41:44
PRODUCT_00225,COMP_0158,CHECKING_01,checking,HSBC Bank (USA) - HSBCnet,ins_136937,USD,2026-04-09 13:52:22
PRODUCT_00226,COMP_0190,CHECKING_01,checking,Other (customer-defined),custom,EUR,2026-02-04 18:11:36
PRODUCT_00229,COMP_0703,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2024-11-03 18:37:22
PRODUCT_00230,COMP_1036,CHECKING_01,checking,Deutsche Bank Empresas,deutschebank_emp,EUR,2026-07-24 09:17:10
PRODUCT_00231,COMP_0832,CHECKING_01,checking,Revolut,revolut,GBP,2024-12-13 08:38:24
PRODUCT_00232,COMP_0341,CHECKING_01,checking,Bankinter,bankinter_emp,EUR,2023-07-18 10:09:58
PRODUCT_00233,COMP_0995,CHECKING_02,checking,Bankinter Empresas,bankinter_emp,EUR,2025-03-10 12:20:18
PRODUCT_00234,COMP_0035,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2024-11-05 09:13:16
PRODUCT_00235,COMP_1264,CHECKING_01,checking,Societe Generale Entreprises,soc-gen-corporate,EUR,2023-06-15 09:08:20
PRODUCT_00236,COMP_0240,CHECKING_01,checking,Other (customer-defined),custom,CAD,2026-03-19 15:35:52
PRODUCT_00238,COMP_0920,CHECKING_01,checking,Payhawk,payhawk,EUR,2026-03-03 10:48:18
PRODUCT_00239,COMP_0351,CHECKING_03,checking,Deutsche Bank Empresas,deutschebank_emp,USD,2026-07-14 07:36:29
PRODUCT_00240,COMP_0252,CHECKING_04,checking,Banking Circle GLOBAL,bc,RON,2026-05-18 10:15:56
PRODUCT_00241,COMP_0203,CHECKING_01,checking,Bankinter,bankinter_emp,EUR,2023-09-14 09:57:51
PRODUCT_00242,COMP_0652,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-05-02 10:40:31
PRODUCT_00244,COMP_1243,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2026-03-11 10:48:16
PRODUCT_00245,COMP_1282,CARD_02,card,Caixabank,caixa_emp,EUR,2024-02-12 15:22:32
PRODUCT_00247,COMP_1141,CHECKING_02,checking,Revolut EU,revolut_gb,GBP,2025-12-10 13:31:19
PRODUCT_00249,COMP_1246,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2026-04-20 12:54:46
PRODUCT_00251,COMP_1152,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-06-04 14:58:00
PRODUCT_00253,COMP_0029,CHECKING_01,checking,Other (customer-defined),custom,SGD,2025-11-20 10:13:23
PRODUCT_00255,COMP_1044,CHECKING_02,checking,Millennium bcp,millenniumbcp,EUR,2026-04-15 10:37:44
PRODUCT_00256,COMP_0848,CHECKING_01,checking,Wells Fargo,wellsfargo,USD,2026-04-28 15:22:52
PRODUCT_00257,COMP_0185,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2026-06-23 11:30:17
PRODUCT_00259,COMP_0079,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2026-02-25 08:20:34
PRODUCT_00260,COMP_1217,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2026-02-17 10:07:45
PRODUCT_00261,COMP_0182,CHECKING_02,checking,Other (customer-defined),custom,EUR,2026-04-15 14:17:35
PRODUCT_00262,COMP_0530,CHECKING_01,checking,Banco Santander,santander_emp,EUR,2024-06-17 13:21:36
PRODUCT_00263,COMP_0877,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2025-09-24 16:24:56
PRODUCT_00264,COMP_0758,CHECKING_01,checking,UniCredit eBanking Global by HypoVereinsbank - UniCredit Bank AG,unicreditbusiness_de,EUR,2025-09-16 13:26:45
PRODUCT_00265,COMP_1233,CHECKING_01,checking,CAIXA GERAL DE DEPOSITOS SA,caixa-geral-de-depositos,EUR,2025-01-30 11:56:35
PRODUCT_00267,COMP_0491,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2024-09-24 11:07:20
PRODUCT_00269,COMP_0075,CHECKING_01,checking,Bankinter,bankinter_emp,USD,2022-11-17 13:29:19
PRODUCT_00271,COMP_0895,CHECKING_01,checking,Caixabank,caixa_emp,EUR,2023-09-14 10:30:51
PRODUCT_00272,COMP_0265,CHECKING_01,checking,BBVA Net Cash Empresas,bbva_emp,EUR,2025-09-26 11:37:43
PRODUCT_00273,COMP_0850,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2026-07-13 17:25:45
PRODUCT_00274,COMP_0630,CARD_02,card,Caixabank Empresas,caixa_emp,EUR,2026-02-13 10:38:01
PRODUCT_00275,COMP_0469,CHECKING_01,checking,Other (customer-defined),custom,CLP,2025-10-30 11:42:19
PRODUCT_00277,COMP_0310,CHECKING_01,checking,Banco Santander,santander_emp,EUR,2023-05-29 08:07:02
PRODUCT_00278,COMP_0837,CHECKING_01,checking,Bankinter,bankinter_emp,EUR,2023-05-03 13:09:37
PRODUCT_00281,COMP_0094,INVESTMENT_01,investment,Banco Sabadell,sabadell_emp,EUR,2023-11-16 09:49:39
PRODUCT_00282,COMP_0282,EXPENSESPLATFORM_01,expensesPlatform,Caixabank,caixa_emp,EUR,2024-02-19 10:45:26
PRODUCT_00283,COMP_0861,INVESTMENT_01,investment,Caixabank Empresas,caixa_emp,EUR,2025-10-15 13:12:52
PRODUCT_00284,COMP_1169,CHECKING_01,checking,Banco Santander Empresas,santander_emp,EUR,2025-11-03 08:35:31
PRODUCT_00285,COMP_0483,CHECKING_01,checking,Caixabank Empresas,caixa_emp,EUR,2025-04-24 06:37:18
PRODUCT_00286,COMP_0248,CHECKING_01,checking,Unicaja Empresas,unicaja_emp,EUR,2025-11-03 13:19:23
