company_id,group_id,sector,tipo,tenor,sku,on_mesa,in_book,notional,persist,take_y1_35,take_3y_35
COMP_0058,GROUP_0104,industria,producto,12 meses,factoring,true,true,7.59391e+06,1,39868,79736.1
COMP_0058,GROUP_0104,industria,producto,12 meses,fx,true,true,481712,0.25,252.899,331.93
COMP_0060,GROUP_0112,comercio minorista,mixto,días,yield,true,true,438902,1,1536.16,4608.47
COMP_0067,GROUP_0064,holding / tesorería,mixto,largo,yield,true,true,980.11,0.75,3.43038,7.93277
COMP_0069,GROUP_0175,servicios profesionales,mixto,6 meses,factoring,true,true,658318,0.666667,3456.17,5760.28
COMP_0069,GROUP_0175,servicios profesionales,mixto,6 meses,yield,true,true,1.24129e+06,0.166667,4344.53,5189.3
COMP_0070,GROUP_0230,comercio minorista,mixto,días,fx,true,true,359767,0.375,188.878,286.268
COMP_0071,GROUP_0102,holding / tesorería,mixto,largo,yield,true,true,15266.5,0.583333,53.4328,102.784
COMP_0073,GROUP_0101,transporte / logística,servicio,días,yield,true,true,75429.1,1,264.002,792.006
COMP_0075,GROUP_0115,hostelería,servicio,6 meses,fx,true,true,3.59535e+07,0.541667,18875.6,34638
COMP_0077,GROUP_0213,holding / tesorería,mixto,largo,yield,true,true,306272,1,1071.95,3215.86
COMP_0079,GROUP_0203,servicios profesionales,servicio,6 meses,factoring,true,true,163949,0.375,860.734,1183.51
COMP_0081,GROUP_0217,alquiler / inmobiliario,servicio,largo,factoring,true,true,1.77423e+06,0.25,9314.69,11643.4
COMP_0081,GROUP_0217,alquiler / inmobiliario,servicio,largo,yield,true,true,79284.6,0.458333,277.496,462.975
COMP_0083,GROUP_0133,holding / tesorería,servicio,largo,yield,true,true,192766,0.333333,674.68,974.538
COMP_0085,GROUP_0155,alquiler / inmobiliario,servicio,largo,credit,true,true,1093.37,0.625,76.536,124.371
COMP_0089,GROUP_0153,holding / tesorería,servicio,largo,factoring,true,true,110191,0.208333,578.501,699.022
COMP_0093,GROUP_0149,servicios profesionales,servicio,6 meses,factoring,true,true,182389,0.125,957.544,1077.24
COMP_0096,GROUP_0217,holding / tesorería,servicio,largo,yield,true,true,108552,0.791667,379.931,918.826
COMP_0097,GROUP_0170,construcción,mixto,6 meses,yield,true,true,1.03749e+06,0.458333,3631.23,6058.36
COMP_0098,GROUP_0132,servicios profesionales,servicio,6 meses,factoring,true,true,193798,0.416667,1017.44,1441.37
COMP_0098,GROUP_0132,servicios profesionales,servicio,6 meses,reserve,true,true,3571.6,1,6.25029,18.7509
COMP_0103,GROUP_0170,holding / tesorería,mixto,largo,yield,true,true,115240,0.208333,403.341,504.877
COMP_0104,GROUP_0173,transporte / logística,servicio,días,factoring,true,true,201816,0.458333,1059.53,1545.15
COMP_0104,GROUP_0173,transporte / logística,servicio,días,reserve,true,true,71.21,0.291667,0.124617,0.171565
COMP_0105,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,4.03912e+06,1,21205.4,42410.8
COMP_0106,GROUP_0022,mayorista / distribución,producto,12 meses,yield,true,true,24226,1,84.791,254.373
COMP_0107,GROUP_0094,comercio minorista,producto,días,factoring,true,true,71759,0.25,376.735,470.918
COMP_0107,GROUP_0094,comercio minorista,producto,días,fx,true,true,538237,1,282.574,847.723
COMP_0107,GROUP_0094,comercio minorista,producto,días,yield,true,true,176184,0.958333,616.644,1773.92
COMP_0112,GROUP_0222,comercio minorista,mixto,días,yield,true,true,216768,0.583333,758.688,1459.42
COMP_0113,GROUP_0070,mayorista / distribución,mixto,12 meses,factoring,true,true,340951,0.0833333,1789.99,1939.16
COMP_0113,GROUP_0070,mayorista / distribución,mixto,12 meses,yield,true,true,4.30732e+06,1,15075.6,45226.8
COMP_0117,GROUP_0101,servicios profesionales,servicio,6 meses,yield,true,true,56516.7,1,197.808,593.425
COMP_0120,GROUP_0210,servicios profesionales,servicio,6 meses,factoring,true,true,185410,1,973.403,1946.81
COMP_0120,GROUP_0210,servicios profesionales,servicio,6 meses,yield,true,true,1.15376e+06,0.333333,4038.17,5832.91
COMP_0122,GROUP_0086,comercio minorista,servicio,días,yield,true,true,740820,0.25,2592.87,3403.14
COMP_0123,GROUP_0153,holding / tesorería,servicio,largo,factoring,true,true,214516,0.5,1126.21,1689.31
COMP_0125,GROUP_0250,holding / tesorería,mixto,largo,yield,true,true,75811.7,1,265.341,796.023
COMP_0129,GROUP_0185,holding / tesorería,producto,largo,fx,true,true,53985.6,0.0416667,28.3425,29.5726
COMP_0130,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,1.33074e+07,0.958333,69864,136817
COMP_0131,GROUP_0070,comercio minorista,producto,días,yield,true,true,522805,0.25,1829.82,2401.63
COMP_0133,GROUP_0103,holding / tesorería,producto,largo,yield,true,true,4419.39,0.833333,15.4679,39.0993
COMP_0135,GROUP_0050,comercio minorista,mixto,días,fx,true,true,2.28766e+07,1,12010.2,36030.7
COMP_0136,GROUP_0142,servicios profesionales,servicio,6 meses,factoring,true,true,530525,0.291667,2785.25,3597.62
COMP_0137,GROUP_0217,holding / tesorería,servicio,largo,yield,true,true,82039.9,0.791667,287.14,694.42
COMP_0139,GROUP_0217,servicios profesionales,servicio,6 meses,factoring,true,true,9.30608e+06,0.416667,48856.9,69213.9
COMP_0140,GROUP_0072,energía,servicio,12 meses,yield,true,true,6360.52,0.25,22.2618,29.2186
COMP_0141,GROUP_0220,comercio minorista,producto,días,yield,true,true,6.62641e+06,0.25,23192.4,30440.1
COMP_0142,GROUP_0217,servicios profesionales,servicio,6 meses,factoring,true,true,3.92816e+06,0.166667,20622.8,24060
COMP_0145,GROUP_0007,holding / tesorería,servicio,largo,fx,true,true,199742,0.333333,104.864,151.471
COMP_0148,GROUP_0016,servicios profesionales,servicio,6 meses,yield,true,true,32178,0.333333,112.623,162.678
COMP_0149,GROUP_0132,servicios profesionales,mixto,6 meses,factoring,true,true,1.70774e+06,1,8965.64,17931.3
COMP_0151,GROUP_0101,software / suscripción,mixto,largo,yield,true,true,31357.5,1,109.751,329.254
COMP_0152,GROUP_0037,servicios profesionales,servicio,6 meses,factoring,true,true,500187,0.291667,2625.98,3391.9
COMP_0152,GROUP_0037,servicios profesionales,servicio,6 meses,reserve,true,true,75506.3,1,132.136,396.408
COMP_0153,GROUP_0115,servicios profesionales,servicio,6 meses,yield,true,true,778184,0.833333,2723.65,6884.77
COMP_0157,GROUP_0146,comercio minorista,producto,días,yield,true,true,2287.18,0.208333,8.00513,10.0203
COMP_0159,GROUP_0102,servicios profesionales,servicio,6 meses,factoring,true,true,56803.1,0.166667,298.216,347.919
COMP_0159,GROUP_0102,servicios profesionales,servicio,6 meses,yield,true,true,122603,0.916667,429.112,1183.04
COMP_0161,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,513605,0.541667,2696.42,4156.99
COMP_0163,GROUP_0094,servicios profesionales,servicio,6 meses,factoring,true,true,187911,0.333333,986.535,1315.38
COMP_0166,GROUP_0149,comercio minorista,producto,días,fx,true,true,992.185,0.0416667,0.520897,0.543506
COMP_0167,GROUP_0218,software / suscripción,servicio,largo,fx,true,true,454.371,0.708333,0.238545,0.5272
COMP_0172,GROUP_0212,comercio minorista,producto,días,yield,true,true,4.46504e+06,0.625,15627.6,31499.4
COMP_0176,GROUP_0225,servicios profesionales,mixto,6 meses,yield,true,true,77878.1,0.583333,272.573,524.325
COMP_0177,GROUP_0185,comercio minorista,producto,días,fx,true,true,573773,0.208333,301.231,377.062
COMP_0178,GROUP_0220,holding / tesorería,servicio,largo,fx,true,true,6.69113e+06,0.916667,3512.84,9684.71
COMP_0178,GROUP_0220,holding / tesorería,servicio,largo,yield,true,true,62973.6,0.625,220.408,444.259
COMP_0180,GROUP_0055,energía,servicio,6 meses,factoring,true,true,1.3755e+06,0.625,7221.35,11734.7
COMP_0182,GROUP_0179,comercio minorista,servicio,días,fx,true,true,11582.3,0.166667,6.08073,7.26309
COMP_0183,GROUP_0232,servicios profesionales,servicio,6 meses,factoring,true,true,70062.9,0.291667,367.83,475.114
COMP_0183,GROUP_0232,servicios profesionales,servicio,6 meses,yield,true,true,3125.72,0.458333,10.94,18.2524
COMP_0184,GROUP_0044,mayorista / distribución,mixto,12 meses,factoring,true,true,4.37454e+06,0.333333,22966.3,30621.8
COMP_0184,GROUP_0044,mayorista / distribución,mixto,12 meses,yield,true,true,870678,0.333333,3047.37,4401.76
COMP_0185,GROUP_0044,hostelería,servicio,6 meses,fx,true,true,6.59099e+06,0.333333,3460.27,4998.17
COMP_0189,GROUP_0211,comercio minorista,producto,días,fx,true,true,2.18137e+06,0.625,1145.22,2308.33
COMP_0191,GROUP_0132,servicios profesionales,servicio,6 meses,factoring,true,true,203383,0.125,1067.76,1201.23
COMP_0193,GROUP_0224,comercio minorista,mixto,días,yield,true,true,201665,0.166667,705.828,843.073
COMP_0200,GROUP_0224,comercio minorista,producto,días,factoring,true,true,85408.8,0.375,448.396,616.545
COMP_0201,GROUP_0101,holding / tesorería,servicio,largo,fx,true,true,1.1191e+06,0.875,587.529,1551.44
COMP_0201,GROUP_0101,holding / tesorería,servicio,largo,yield,true,true,79716.4,1,279.007,837.022
COMP_0203,GROUP_0016,holding / tesorería,servicio,largo,factoring,true,true,1.09234e+06,0.875,5734.76,10752.7
COMP_0208,GROUP_0003,mayorista / distribución,producto,12 meses,factoring,true,true,508545,0.208333,2669.86,3226.08
COMP_0210,GROUP_0117,servicios profesionales,servicio,6 meses,yield,true,true,4.93942e+06,0.541667,17288,31724.6
COMP_0215,GROUP_0070,servicios profesionales,servicio,6 meses,yield,true,true,2.26343e+06,0.958333,7922.02,22789.6
COMP_0218,GROUP_0113,holding / tesorería,mixto,largo,yield,true,true,170878,0.125,598.073,682.177
COMP_0219,GROUP_0132,transporte / logística,servicio,días,factoring,true,true,8.01894e+07,0.791667,420994,754281
COMP_0219,GROUP_0132,transporte / logística,servicio,días,reserve,true,true,12369.2,1,21.6461,64.9384
COMP_0220,GROUP_0124,mayorista / distribución,producto,12 meses,factoring,true,true,932159,0.25,4893.83,6117.29
COMP_0222,GROUP_0064,comercio minorista,mixto,días,yield,true,true,282643,0.625,989.25,1993.96
COMP_0226,GROUP_0013,servicios profesionales,servicio,6 meses,factoring,true,true,823145,0.875,4321.51,8102.84
COMP_0229,GROUP_0101,servicios profesionales,servicio,6 meses,yield,true,true,3112.31,1,10.8931,32.6793
COMP_0231,GROUP_0108,holding / tesorería,mixto,largo,fx,true,true,855109,0.375,448.932,680.413
COMP_0232,GROUP_0038,mayorista / distribución,producto,12 meses,factoring,true,true,4.33942e+06,0.291667,22782,29426.7
COMP_0233,GROUP_0150,comercio minorista,producto,días,fx,true,true,2.80853e+07,1,14744.8,44234.4
COMP_0234,GROUP_0101,hostelería,servicio,6 meses,factoring,true,true,8.56712e+06,0.0833333,44977.4,48725.5
COMP_0234,GROUP_0101,hostelería,servicio,6 meses,fx,true,true,1.21666e+07,0.875,6387.48,16866.9
COMP_0235,GROUP_0028,comercio minorista,producto,12 meses,fx,true,true,7885.82,0.166667,4.14005,4.94507
COMP_0236,GROUP_0243,servicios profesionales,servicio,6 meses,reserve,true,true,776044,0.291667,1358.08,1869.71
COMP_0237,GROUP_0044,servicios profesionales,servicio,6 meses,factoring,true,true,229162,0.208333,1203.1,1453.75
COMP_0238,GROUP_0149,servicios profesionales,servicio,6 meses,factoring,true,true,4.57002e+06,0.25,23992.6,29990.7
COMP_0239,GROUP_0202,servicios profesionales,servicio,6 meses,factoring,true,true,208267,0.0833333,1093.4,1184.52
COMP_0241,GROUP_0050,construcción,mixto,6 meses,yield,true,true,378340,0.166667,1324.19,1581.67
COMP_0246,GROUP_0213,construcción,mixto,6 meses,factoring,true,true,2.97965e+06,0.75,15643.2,27375.5
COMP_0246,GROUP_0213,construcción,mixto,6 meses,yield,true,true,2.89625e+06,0.916667,10136.9,27946.8
COMP_0247,GROUP_0218,software / suscripción,producto,largo,factoring,true,true,64516.2,0.25,338.71,423.388
COMP_0247,GROUP_0218,software / suscripción,producto,largo,fx,true,true,1.23135e+07,0.958333,6464.56,18596.8
COMP_0248,GROUP_0095,hostelería,servicio,6 meses,factoring,true,true,729034,0.875,3827.43,7176.43
COMP_0255,GROUP_0025,alquiler / inmobiliario,servicio,largo,factoring,true,true,675573,1,3546.76,7093.51
COMP_0256,GROUP_0170,servicios profesionales,servicio,6 meses,yield,true,true,1.74716e+07,0.708333,61150.6,135147
COMP_0257,GROUP_0023,hostelería,servicio,6 meses,fx,true,true,1.04378e+06,0.25,547.987,719.232
COMP_0257,GROUP_0023,hostelería,servicio,6 meses,yield,true,true,343658,0.333333,1202.8,1737.38
COMP_0259,GROUP_0198,servicios profesionales,servicio,6 meses,factoring,true,true,294281,0.0416667,1544.98,1609.35
COMP_0262,GROUP_0211,comercio minorista,producto,días,fx,true,true,5.97153e+06,0.666667,3135.05,6618.44
COMP_0263,GROUP_0250,holding / tesorería,mixto,largo,yield,true,true,78744,1,275.604,826.812
COMP_0267,GROUP_0155,servicios profesionales,servicio,6 meses,factoring,true,true,2.38244e+07,0.583333,125078,198040
COMP_0268,GROUP_0094,comercio minorista,mixto,días,fx,true,true,3.65105e+06,1,1916.8,5750.41
COMP_0269,GROUP_0156,holding / tesorería,producto,largo,fx,true,true,210.386,0.0416667,0.110453,0.115247
COMP_0270,GROUP_0116,holding / tesorería,servicio,largo,fx,true,true,230948,0.25,121.248,159.137
COMP_0271,GROUP_0138,comercio minorista,servicio,días,fx,true,true,30.7543,0.25,0.016146,0.0211916
COMP_0273,GROUP_0155,servicios profesionales,servicio,6 meses,factoring,true,true,1.5126e+06,0.166667,7941.16,9264.69
COMP_0274,GROUP_0097,holding / tesorería,producto,largo,fx,true,true,3.35395e+06,0.875,1760.82,4649.67
COMP_0274,GROUP_0097,holding / tesorería,producto,largo,yield,true,true,410309,0.875,1436.08,3792.16
COMP_0277,GROUP_0236,holding / tesorería,servicio,largo,fx,true,true,56.7931,0.0833333,0.0298164,0.0325081
COMP_0279,GROUP_0022,holding / tesorería,mixto,largo,credit,true,true,130.297,0.0416667,9.12079,9.50082
COMP_0279,GROUP_0022,holding / tesorería,mixto,largo,yield,true,true,2757.02,1,9.64957,28.9487
COMP_0283,GROUP_0089,servicios profesionales,servicio,6 meses,yield,true,true,2.20264e+06,0.333333,7709.26,11135.6
COMP_0284,GROUP_0163,servicios profesionales,mixto,6 meses,yield,true,true,256269,1,896.942,2690.83
COMP_0287,GROUP_0231,software / suscripción,servicio,largo,factoring,true,true,954385,0.0833333,5010.52,5428.06
COMP_0287,GROUP_0231,software / suscripción,servicio,largo,fx,true,true,6.65834e+06,0.875,3495.63,9230.64
COMP_0288,GROUP_0075,comercio minorista,mixto,días,yield,true,true,210754,1,737.641,2212.92
COMP_0289,GROUP_0142,comercio minorista,producto,días,yield,true,true,106430,0.958333,372.505,1071.6
COMP_0292,GROUP_0199,comercio minorista,producto,días,fx,true,true,3.80498e+06,0.166667,1997.61,2386.04
COMP_0293,GROUP_0126,transporte / logística,producto,días,factoring,true,true,218167,0.125,1145.38,1288.55
COMP_0294,GROUP_0217,mayorista / distribución,producto,12 meses,yield,true,true,89958.8,0.791667,314.856,761.448
COMP_0296,GROUP_0199,servicios profesionales,servicio,6 meses,yield,true,true,358319,0.458333,1254.11,2092.37
COMP_0300,GROUP_0144,servicios profesionales,servicio,6 meses,factoring,true,true,66258,0.0833333,347.855,376.843
COMP_0300,GROUP_0144,servicios profesionales,servicio,6 meses,fx,true,true,146735,0.375,77.0357,116.757
COMP_0301,GROUP_0009,comercio minorista,servicio,días,fx,true,true,2.96757e+06,0.458333,1557.97,2599.33
COMP_0301,GROUP_0009,comercio minorista,servicio,días,yield,true,true,899342,0.375,3147.7,4770.73
COMP_0306,GROUP_0094,hostelería,servicio,6 meses,factoring,true,true,79019,0.458333,414.85,604.989
COMP_0306,GROUP_0094,hostelería,servicio,6 meses,yield,true,true,40262.4,0.666667,140.918,297.494
COMP_0309,GROUP_0250,holding / tesorería,mixto,largo,yield,true,true,77777.9,1,272.223,816.668
COMP_0313,GROUP_0094,servicios profesionales,mixto,6 meses,factoring,true,true,645774,0.125,3390.31,3814.1
COMP_0313,GROUP_0094,servicios profesionales,mixto,6 meses,yield,true,true,510877,0.416667,1788.07,2843.53
COMP_0314,GROUP_0101,servicios profesionales,servicio,6 meses,yield,true,true,89751.3,1,314.13,942.389
COMP_0316,GROUP_0150,holding / tesorería,mixto,largo,fx,true,true,28742.8,0.375,15.09,22.8707
COMP_0317,GROUP_0170,servicios profesionales,servicio,6 meses,yield,true,true,14954.5,0.5,52.3409,91.5965
COMP_0318,GROUP_0226,servicios profesionales,servicio,6 meses,yield,true,true,54360.2,0.541667,190.261,349.142
COMP_0320,GROUP_0246,mayorista / distribución,producto,12 meses,factoring,true,true,123577,0.291667,648.779,838.006
COMP_0321,GROUP_0159,mayorista / distribución,mixto,12 meses,yield,true,true,235893,0.791667,825.626,1996.7
COMP_0323,GROUP_0122,hostelería,servicio,6 meses,factoring,true,true,3.67142e+06,0.541667,19274.9,29715.5
COMP_0326,GROUP_0018,energía,mixto,12 meses,factoring,true,true,1.23615e+06,0.5,6489.77,9734.66
COMP_0328,GROUP_0136,servicios profesionales,servicio,6 meses,factoring,true,true,227982,0.208333,1196.91,1446.26
COMP_0328,GROUP_0136,servicios profesionales,servicio,6 meses,yield,true,true,160014,0.25,560.048,735.064
COMP_0329,GROUP_0161,comercio minorista,producto,días,yield,true,true,469069,0.916667,1641.74,4526.19
COMP_0331,GROUP_0096,servicios profesionales,servicio,6 meses,yield,true,true,6724.12,1,23.5344,70.6033
COMP_0333,GROUP_0217,holding / tesorería,producto,largo,yield,true,true,759221,0.0416667,2657.27,2772.61
COMP_0334,GROUP_0159,comercio minorista,mixto,días,yield,true,true,235751,0.416667,825.13,1312.19
COMP_0336,GROUP_0211,servicios profesionales,servicio,6 meses,factoring,true,true,2.1189e+06,0.583333,11124.2,17613.3
COMP_0336,GROUP_0211,servicios profesionales,servicio,6 meses,fx,true,true,1.09871e+07,0.625,5768.21,11626.5
COMP_0338,GROUP_0088,holding / tesorería,servicio,largo,factoring,true,true,587172,0.291667,3082.66,3981.76
COMP_0340,GROUP_0116,servicios profesionales,servicio,6 meses,yield,true,true,7.0938e+06,0.208333,24828.3,31078.5
COMP_0341,GROUP_0150,comercio minorista,mixto,días,fx,true,true,4.80612e+07,1,25232.1,75696.3
COMP_0342,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,4.07791e+06,0.583333,21409,33897.6
COMP_0343,GROUP_0167,hostelería,mixto,6 meses,yield,true,true,1.12798e+07,0.833333,39479.5,99795.3
COMP_0344,GROUP_0211,comercio minorista,producto,días,fx,true,true,4.7142e+06,0.625,2474.96,4988.59
COMP_0345,GROUP_0069,servicios profesionales,servicio,6 meses,factoring,true,true,111180,0.208333,583.696,705.3
COMP_0346,GROUP_0097,mayorista / distribución,producto,12 meses,factoring,true,true,1.48458e+06,0.125,7794.07,8768.33
COMP_0346,GROUP_0097,mayorista / distribución,producto,12 meses,yield,true,true,34347.2,0.791667,120.215,290.729
COMP_0347,GROUP_0117,servicios profesionales,servicio,6 meses,yield,true,true,592937,0.541667,2075.28,3808.28
COMP_0349,GROUP_0101,comercio minorista,mixto,días,fx,true,true,340335,0.875,178.676,471.816
COMP_0349,GROUP_0101,comercio minorista,mixto,días,yield,true,true,16162.3,1,56.5682,169.705
COMP_0350,GROUP_0189,servicios profesionales,servicio,6 meses,factoring,true,true,723500,0.875,3798.37,7121.95
COMP_0351,GROUP_0223,comercio minorista,producto,días,fx,true,true,2.41911e+06,0.166667,1270.03,1516.99
COMP_0352,GROUP_0044,holding / tesorería,producto,largo,fx,true,true,364659,0.333333,191.446,276.533
COMP_0354,GROUP_0220,mayorista / distribución,mixto,12 meses,factoring,true,true,1.00248e+06,0.833333,5263,9648.83
COMP_0354,GROUP_0220,mayorista / distribución,mixto,12 meses,yield,true,true,628605,0.666667,2200.12,4644.69
COMP_0357,GROUP_0036,servicios profesionales,servicio,6 meses,yield,true,true,54292.4,0.0833333,190.023,207.178
COMP_0359,GROUP_0110,servicios profesionales,servicio,6 meses,factoring,true,true,164922,0.125,865.842,974.072
COMP_0361,GROUP_0116,holding / tesorería,producto,largo,fx,true,true,412044,1,216.323,648.969
COMP_0363,GROUP_0250,servicios profesionales,servicio,6 meses,factoring,true,true,127183,0.0833333,667.708,723.351
COMP_0363,GROUP_0250,servicios profesionales,servicio,6 meses,yield,true,true,14915.7,0.125,52.2051,59.5464
COMP_0364,GROUP_0195,comercio minorista,mixto,días,yield,true,true,615315,0.5,2153.6,3768.8
COMP_0365,GROUP_0122,hostelería,servicio,6 meses,factoring,true,true,9.75923e+06,0.583333,51236,81123.6
COMP_0365,GROUP_0122,hostelería,servicio,6 meses,fx,true,true,2.5048e+06,0.333333,1315.02,1899.47
COMP_0366,GROUP_0119,servicios profesionales,servicio,6 meses,reserve,true,true,19669.6,0.0416667,34.4218,35.9158
COMP_0367,GROUP_0187,comercio minorista,producto,días,yield,true,true,2.96435e+06,1,10375.2,31125.6
COMP_0369,GROUP_0246,mayorista / distribución,mixto,12 meses,factoring,true,true,4.03568e+06,0.75,21187.3,37077.8
COMP_0370,GROUP_0164,mayorista / distribución,producto,12 meses,yield,true,true,64202.5,0.0416667,224.709,234.462
COMP_0372,GROUP_0144,servicios profesionales,servicio,6 meses,factoring,true,true,544520,0.958333,2858.73,5598.35
COMP_0373,GROUP_0192,comercio minorista,servicio,días,yield,true,true,305154,0.0833333,1068.04,1164.46
COMP_0374,GROUP_0020,mayorista / distribución,mixto,12 meses,yield,true,true,434160,0.416667,1519.56,2416.52
COMP_0375,GROUP_0143,servicios profesionales,servicio,6 meses,factoring,true,true,331127,0.75,1738.42,3042.23
COMP_0376,GROUP_0070,holding / tesorería,servicio,largo,factoring,true,true,4.29922e+06,0.458333,22570.9,32915.9
COMP_0376,GROUP_0070,holding / tesorería,servicio,largo,yield,true,true,2.44931e+06,0.583333,8572.59,16490.3
COMP_0377,GROUP_0009,comercio minorista,producto,días,fx,true,true,58.7759,0.125,0.0308573,0.0351966
COMP_0378,GROUP_0234,servicios profesionales,servicio,6 meses,factoring,true,true,98529.6,0.0833333,517.281,560.387
COMP_0378,GROUP_0234,servicios profesionales,servicio,6 meses,yield,true,true,39814.4,0.291667,139.35,191.848
COMP_0381,GROUP_0079,servicios profesionales,servicio,6 meses,factoring,true,true,6.52137e+06,0.583333,34237.2,54208.8
COMP_0383,GROUP_0078,servicios profesionales,servicio,6 meses,yield,true,true,280499,0.958333,981.747,2824.23
COMP_0384,GROUP_0094,servicios profesionales,servicio,6 meses,factoring,true,true,997880,0.5,5238.87,7858.3
COMP_0385,GROUP_0145,holding / tesorería,servicio,largo,fx,true,true,1.08822e+08,0.666667,57131.4,120611
COMP_0386,GROUP_0020,holding / tesorería,servicio,largo,yield,true,true,6417.11,0.541667,22.4599,41.2154
COMP_0387,GROUP_0097,servicios profesionales,mixto,6 meses,factoring,true,true,1.12419e+07,0.458333,59019.8,86070.6
COMP_0388,GROUP_0187,servicios profesionales,servicio,6 meses,yield,true,true,844076,0.333333,2954.27,4267.28
COMP_0389,GROUP_0150,servicios profesionales,servicio,6 meses,yield,true,true,465424,0.708333,1628.98,3600.17
COMP_0392,GROUP_0222,comercio minorista,mixto,días,yield,true,true,425227,0.583333,1488.29,2862.9
COMP_0393,GROUP_0054,servicios profesionales,servicio,6 meses,factoring,true,true,3.47005e+06,0.583333,18217.8,28844.8
COMP_0393,GROUP_0054,servicios profesionales,servicio,6 meses,reserve,true,true,316858,0.458333,554.502,925.132
