company_id,month,net_bank,inflow_op,outflow_op,debt_service,transfer_net,out_salary,out_social_security,out_tax,out_fin_cost,n_tx,net_op,cash_end,cash_min,days_negative,saldo_inconsistente,net_op_3m,inflow_op_3m,outflow_op_3m,debt_service_3m,margin_3m,runway_m,debt_service_ratio_3m,hist_months,historia_corta,overdue_amt,sales_3m,pct_vencido,dso,payables_overdue90,payables_overdue90_recent,tiene_facturas
COMP_0002,2025-03,212501.98,644849.86,432347.88,0.0,0.0,16807.86,0.0,15888.79,0.0,85.0,212501.97999999998,867249.56,639948.51,0.0,False,269153.75999999995,2204813.69,1935659.9300000002,37.28,0.06500554880965524,1.3441145521878939,1.6908458147318563e-05,7,False,,,,,,,False
COMP_0002,2025-04,194031.47999999998,1259963.69,1065932.21,0.0,0.0,0.0,0.0,33385.21,0.0,41.0,194031.47999999998,1061281.04,868498.3300000001,0.0,False,288650.6899999999,2351782.8299999996,2063132.1400000001,0.0,0.06538080392519992,1.5432085314709896,0.0,8,False,,,,,,,False
COMP_0002,2025-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,406533.45999999996,1904813.5499999996,1498280.09,0.0,0.1194599687829924,2.1249986175815763,0.0,9,False,,,,,,,False
COMP_0002,2025-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,194031.47999999998,1259963.6899999997,1065932.21,0.0,0.08342225462455136,2.986909570919149,0.0,10,False,,,,,,,False
COMP_0002,2025-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,11,False,,,,,,,False
COMP_0002,2025-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,12,False,,,,,,,False
COMP_0002,2025-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,13,False,,,,,,,False
COMP_0002,2025-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,14,False,,,,,,,False
COMP_0002,2025-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,15,False,,,,,,,False
COMP_0002,2025-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,16,False,,,,,,,False
COMP_0002,2026-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,17,False,,,,,,,False
COMP_0002,2026-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,18,False,,,,,,,False
COMP_0002,2026-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,19,False,,,,,,,False
COMP_0002,2026-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,20,False,,,,,,,False
COMP_0002,2026-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,21,False,,,,,,,False
COMP_0002,2026-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,22,False,,,,,,,False
COMP_0002,2026-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,23,False,,,,,,,False
COMP_0002,2026-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1061281.04,1061281.04,0.0,False,0.0,0.0,0.0,0.0,,,,24,False,,,,,,,False
COMP_0003,2026-01,-90.00000000005821,5306457.28,5306547.28,0.0,0.0,0.0,0.0,37806.1,90.0,56.0,-90.0,1052.7700000001087,1052.7700000000866,0.0,False,,,,,,,,1,True,0.0,0.0,,,134.66,0.0,True
COMP_0003,2026-02,0.0,4663051.5,4663051.5,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1052.7700000001091,1052.7700000000946,0.0,False,,,,,,,,2,True,0.0,0.0,,,134.66,0.0,True
COMP_0003,2026-03,-2.9103830456733704e-11,5424485.86,5424485.86,0.0,0.0,0.0,0.0,0.0,2305.33,55.0,0.0,1052.7700000001018,1052.7700000001018,0.0,False,-90.0,15393994.64,15394084.64,0.0,-2.923209310379559e-06,0.000205163871308967,0.0,3,True,0.0,2579.7200000000003,0.0,,134.66,0.0,True
COMP_0003,2026-04,-90.0,3955420.32,3955510.32,0.0,0.0,0.0,0.0,0.0,90.0,53.0,-90.0,962.7700000000343,962.7700000000343,0.0,False,-90.0,14042957.68,14043047.68,0.0,-3.2044428834360945e-06,0.00020567543925052763,0.0,4,True,0.0,2579.7200000000003,0.0,,134.66,0.0,True
COMP_0003,2026-05,180.0,63901.03,52473.94,0.0,-11247.090000000026,0.0,0.0,0.0,0.18,54.0,11427.089999999997,1142.7700000000411,962.7700000000343,0.0,False,11337.089999999997,9443807.209999999,9432470.12,0.0,0.0006005998853376667,0.0003634583472181859,0.0,5,True,2579.7200000000003,62318.03,0.04139604541414419,,134.66,0.0,True
COMP_0003,2026-06,-2.327027459614328e-12,50786.729999999996,2397.98,0.0,-48388.75,0.0,0.0,0.0,2330.67,51.0,48388.74999999999,1142.7700000000546,1142.7700000000389,0.0,False,59725.83999999999,4070108.0799999996,4010382.2399999998,0.0,0.007391363349841869,0.0008548586630485786,0.0,6,False,2579.7200000000003,107535.73,0.023989421934458438,,134.66,0.0,True
COMP_0003,2026-07,-89.99999999998545,44931.54,99735.1,0.0,54713.55999999997,0.0,0.0,29693.79,90.0,58.0,-54803.560000000005,1052.770000000011,1052.770000000011,0.0,False,5012.279999999984,159619.3,154607.02000000002,0.0,0.01595117811900666,0.02042798574088054,0.0,7,False,13458.830000000002,160625.7,0.08379001616802292,40.0,187.38,52.72,True
COMP_0003,2026-08,0.0,68751.0,25363.75,0.0,-43387.25000000012,0.0,0.0,0.0,0.0,50.0,43387.25,1052.769999999956,1052.769999999956,0.0,False,36972.43999999999,164469.27,127496.83,0.0,0.12663264673535726,0.024771674715362478,0.0,8,False,4235.0,156791.22,0.027010441018317226,49.375,187.38,52.72,True
COMP_0004,2025-12,14913.379999999986,245112.50999999998,330353.95,4845.18,105000.0,0.0,46043.64,1.15,0.0,38.0,-85241.44000000003,171374.13000000003,156419.88999999998,0.0,False,,,,,,,,1,True,585424.2399999999,0.32,5.0,0.0,0.0,0.0,True
COMP_0004,2026-01,134745.08000000002,508793.92,454798.0,28250.84,109000.0,0.0,49752.38,200.0,2.11,223.0,53995.919999999984,306119.21,76172.77000000002,0.0,False,,,,,,,,2,True,585424.2399999999,0.32,5.0,0.0,0.0,0.0,True
COMP_0004,2026-02,-77550.36000000002,709936.07,679954.75,58531.68,-49000.0,0.0,46133.65,610.99,265.59000000000003,238.0,29981.31999999995,228568.85,63925.060000000005,0.0,False,-1264.200000000099,1463842.5,1465106.7,91627.7,-0.0004316223716000601,0.4680249909443456,0.06259396075739022,3,True,585424.2399999999,0.32,5.0,0.0,18.15,18.15,True
COMP_0004,2026-03,-55184.20999999999,966895.54,745579.67,25500.08,-251000.0,4181.46,41542.01,586.16,23.56,307.0,221315.87,173384.64,62567.460000000014,0.0,False,305293.1099999999,2185625.5300000003,1880332.42,112282.59999999999,0.07508516166528478,0.2766287037693048,0.05137321030469477,4,True,585424.2399999999,476651.33,1.228202258451686,0.0,18.15,18.15,True
COMP_0004,2026-04,-11172.04,418061.49,573703.74,25529.89,170000.1,2368.46,43717.83,421.66999999999996,30.79,233.0,-155642.25,162212.60000000003,127688.84,0.0,False,95654.93999999994,2094893.1,1999238.1600000001,109561.65,0.023363916280495594,0.24341162035442543,0.05229939895262436,5,True,185424.23999999982,946931.5900000001,0.19581587725888394,27.38888888888889,144.85,144.85,True
COMP_0004,2026-05,139837.28,315130.12,274687.70999999996,25605.23,125000.1,120.3,34486.26,85.06,0.0,212.0,40442.41000000003,302049.88000000006,137880.40000000002,0.0,False,106116.03000000003,1700087.1500000004,1593971.12,76635.2,0.03221437549129937,0.5684856071921807,0.04507721854141417,6,False,185424.23999999976,1169243.86,0.15858474552947385,24.687830687830687,239.29000000000002,221.14000000000001,True
COMP_0004,2026-06,42671.28000000001,470646.39,754629.15,33345.96,360000.0,673.34,38676.79,0.0,131.44,220.0,-283982.76,344721.16000000003,126507.03000000006,0.0,False,-399182.6,1203838.0,1603020.6,84481.08,-0.14221685410159243,0.6451342421925208,0.07017645231335114,7,False,186502.75999999978,1222548.2,0.15255248013943318,43.02116402116402,222.29000000000002,204.14000000000001,True
COMP_0004,2026-07,-197774.31999999995,735149.74,607385.3,25538.760000000002,-300000.0,0.0,43757.84,87.26,0.0,242.0,127764.43999999994,146946.83999999997,110098.09999999998,0.0,False,-115775.91000000003,1520926.25,1636702.1600000001,84489.95000000001,-0.03666546374910531,0.2693468187272386,0.05555164163942861,8,False,186502.75999999978,1099005.76,0.16970134897200154,46.195238095238096,322.61,148.37,True
COMP_0004,2026-08,38718.31999999999,266904.08999999997,334251.42,25622.21,136000.0,0.0,45413.34,10.1,0.0,202.0,-67347.33000000002,185665.15999999997,120142.31999999995,0.0,False,-223565.65000000008,1472700.22,1696265.87,84506.93000000001,-0.07054845134048124,0.3283656706480806,0.05738230282874542,9,False,197283.0399999998,1221859.71,0.16146128592782538,69.94444444444444,1265.29,1050.85,True
COMP_0005,2025-01,-1126.75,55000.0,56126.75,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1126.75,2464.290000000008,2464.290000000008,0.0,False,,,,,,,,1,True,,,,,,,False
COMP_0005,2025-02,2729.76,2729.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2729.76,5194.050000000003,2464.290000000008,0.0,False,,,,,,,,2,True,,,,,,,False
COMP_0005,2025-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5194.050000000003,5194.050000000003,0.0,False,1603.0100000000002,57729.76,56126.75,0.0,0.014079212510553855,0.277624305700936,0.0,3,True,,,,,,,False
COMP_0005,2025-04,-1971.81,0.0,1971.81,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1971.81,3222.2400000000052,3222.2400000000052,0.0,False,757.9500000000003,2729.76,1971.81,0.0,0.16121210574340067,4.902460176183312,0.0,4,True,,,,,,,False
COMP_0005,2025-05,-587.66,0.0,587.66,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-587.66,2634.5800000000017,2634.5800000000017,0.0,False,-2559.47,0.0,2559.47,0.0,-1.0,3.0880377578170504,,5,True,,,,,,,False
COMP_0005,2025-06,-499.2399999999999,5852.42,6351.660000000001,0.0,0.0,0.0,0.0,29.729999999999997,30.0,9.0,-499.2400000000007,2135.340000000011,1749.1100000000006,0.0,False,-3058.7100000000005,5852.42,8911.130000000001,0.0,-0.2071798449559896,0.7188785260679659,0.0,6,False,,,,,,,False
COMP_0005,2025-07,6882.69,10000.0,3117.31,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6882.6900000000005,9018.029999999999,-726.2200000000012,1.0,False,5795.79,15852.42,10056.630000000001,0.0,0.2236975111013333,2.690174541571082,0.0,7,False,,,,,,,False
COMP_0005,2025-08,-3438.5,0.0,3438.5,0.0,0.0,0.0,0.0,0.0,4.81,6.0,-3438.5,5579.529999999999,5579.529999999999,0.0,False,2944.95,15852.42,12907.470000000001,0.0,0.1023978186286526,1.296814170399001,0.0,8,False,,,,,,,False
COMP_0005,2025-09,-4177.1100000000015,14755.4,18932.510000000002,0.0,0.0,0.0,0.0,146.02,77.52000000000001,15.0,-4177.110000000002,1402.4199999999983,1402.4199999999983,0.0,False,-732.9200000000019,24755.4,25488.32,0.0,-0.014587295685908644,0.16506619502579986,0.0,9,False,,,,,,,False
COMP_0005,2025-10,9905.28,28050.0,18144.72,0.0,0.0,0.0,0.0,0.0,53.56,12.0,9905.279999999999,11307.699999999997,1402.4199999999983,0.0,False,2289.6699999999964,42805.4,40515.729999999996,0.0,0.027480064180598562,0.8372822111313308,0.0,10,False,,,,,,,False
COMP_0005,2025-11,-7208.750000000002,28050.0,35258.75,0.0,0.0,0.0,0.0,0.0,15.0,11.0,-7208.75,4098.949999999997,4098.949999999997,0.0,False,-1480.5800000000036,70855.4,72335.98,0.0,-0.010339868223911268,0.169996314420569,0.0,11,False,,,,,,,False
COMP_0005,2025-12,9170.21,28050.0,18879.79,0.0,0.0,0.0,0.0,0.0,21.41,8.0,9170.21,13269.160000000003,3961.8899999999994,0.0,False,11866.739999999998,84150.0,72283.26,0.0,0.07585816468952956,0.5507150618275934,0.0,12,False,,,,,,,False
COMP_0005,2026-01,-1787.5,28056.41,29843.91,0.0,0.0,0.0,0.0,877.09,15.0,15.0,-1787.5,11481.660000000003,5698.949999999997,0.0,False,173.95999999999913,84156.41,83982.45,0.0,0.00103462102692976,0.41014497671835026,0.0,13,False,,,,,,,False
COMP_0005,2026-02,15645.419999999998,28050.0,12404.580000000002,0.0,0.0,0.0,0.0,0.0,15.0,7.0,15645.419999999998,27127.08,11481.660000000003,0.0,False,23028.129999999997,84156.41,61128.28,0.0,0.15850348718781035,1.3313189901629818,0.0,14,False,,,,,,,False
COMP_0005,2026-03,15320.14,63108.25,47788.11,0.0,0.0,0.0,0.0,52.98,30.0,14.0,15320.14,42447.22,8209.050000000003,0.0,False,29178.059999999998,119214.66,90036.6,0.0,0.13944030731284485,1.414332171583556,0.0,15,False,,,,,,,False
COMP_0005,2026-04,19649.36,36719.630000000005,17070.27,0.0,0.0,0.0,0.0,237.6,0.0,12.0,19649.360000000004,62096.58,40167.73,0.0,False,50614.92,127877.88,77262.95999999999,0.0,0.24673253750935212,2.411113164704019,0.0,16,False,,,,,,,False
COMP_0005,2026-05,-7214.799999999997,31223.6,38438.399999999994,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-7214.799999999996,54881.78000000001,26501.780000000013,0.0,False,27754.700000000008,131051.48000000001,103296.77999999998,0.0,0.11843356549777671,1.5939058313337557,0.0,17,False,,,,,,,False
COMP_0005,2026-06,4612.069999999999,28380.0,23767.93,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4612.07,59493.85000000002,31322.410000000018,0.0,False,17046.63000000001,96323.23000000001,79276.59999999998,0.0,0.09707657461855179,2.25137745564265,0.0,18,False,,,,,,,False
COMP_0005,2026-07,18529.28,28380.0,9850.72,0.0,0.0,0.0,0.0,237.6,0.0,10.0,18529.28,78023.13000000002,56989.11000000002,0.0,False,15926.550000000003,87983.6,72057.04999999997,0.0,0.09951565430407841,3.2483898522073846,0.0,19,False,,,,,,,False
COMP_0005,2026-08,20166.67,28380.0,8213.33,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20166.67,98189.8,74086.6,0.0,False,43308.02,85140.0,41831.97999999998,0.0,0.34108328467430377,7.041727405683407,0.0,20,False,,,,,,,False
COMP_0006,2025-09,66515.54000000001,97340.94000000002,30825.4,0.0,0.0,0.0,3585.7,0.0,0.0,79.0,66515.54000000001,131578.82999999996,65328.689999999995,0.0,False,,,,,,,,1,True,600.0,0.0,,,0.0,0.0,True
COMP_0006,2025-10,-24121.93,14283.44,38405.37,0.0,0.0,0.0,3381.7,11780.69,0.0,73.0,-24121.93,107456.89999999997,107456.89999999997,0.0,False,,,,,,,,2,True,600.0,360.0,1.6666666666666667,,0.0,0.0,True
COMP_0006,2025-11,-45869.96,2875.33,48745.29,0.0,0.0,0.0,2525.24,0.0,0.0,14.0,-45869.96,61586.939999999966,61586.939999999966,0.0,False,-3476.3499999999913,114499.71000000002,117976.06,0.0,-0.014953601401126625,1.5660873909503326,0.0,3,True,600.0,3527.7,0.1700824900076537,,0.0,0.0,True
COMP_0006,2025-12,-30395.04,3157.4,33552.439999999995,0.0,0.0,0.0,2240.61,0.0,0.01,13.0,-30395.039999999994,31191.899999999972,31191.899999999972,0.0,False,-100386.93,20316.170000000002,120703.1,0.0,-0.7118667540967981,0.7752551508619075,0.0,4,True,960.0,6699.23,0.14330005090137227,,0.0,0.0,True
COMP_0006,2026-01,14751.78,1512.53,67283.65,0.0,80522.9,0.0,3604.19,8591.77,0.0,14.0,-65771.12,45943.67999999998,31139.219999999972,0.0,False,-142036.12,7545.26,149581.38,0.0,-0.9039595068029201,0.9214451691781419,0.0,5,True,3767.7,31937.19,0.11797218227401972,37.0,0.0,0.0,True
COMP_0006,2026-02,31109.84,1208.7,20098.86,0.0,50000.0,0.0,2599.56,0.0,112.75,10.0,-18890.16,77053.51999999997,37030.68999999997,0.0,False,-115056.31999999999,5878.63,120934.94999999998,0.0,-0.907287058688825,1.9114454506327572,0.0,6,False,5735.4,54005.549999999996,0.10620019609095732,85.5,0.0,0.0,True
COMP_0006,2026-03,-33192.39,1708.7,34901.090000000004,0.0,0.0,0.0,2301.42,0.0,0.0,8.0,-33192.39000000001,43861.129999999976,43861.129999999976,0.0,False,-117853.67,4429.93,122283.6,0.0,-0.9300796055480421,1.0760509994798968,0.0,7,False,7669.25,87846.29999999999,0.08730305089685053,67.0,0.0,0.0,True
COMP_0006,2026-04,-3694.0300000000007,1426.98,27503.010000000002,0.0,22382.0,0.0,2520.08,4428.88,0.0,11.0,-26076.030000000002,40167.09999999998,38278.309999999976,0.0,False,-78158.58,4344.38,82502.96,0.0,-0.8999536427943561,1.4605694147216042,0.0,8,False,9103.100000000006,112708.92,0.08076645575168324,66.33333333333333,0.0,0.0,True
COMP_0006,2026-05,-37604.78,1459.91,39064.69,0.0,0.0,0.0,1901.55,0.0,108.2,10.0,-37604.78,2562.319999999976,2562.319999999976,0.0,False,-96873.2,4595.59,101468.79000000001,0.0,-0.9133433863470469,0.07575689036993472,0.0,9,False,11970.800000000003,107404.34,0.11145545887624284,39.666666666666664,0.0,0.0,True
COMP_0006,2026-06,52287.49,1892.7,23364.99,0.0,73759.78,0.0,1906.64,0.0,0.0,11.0,-21472.29,54849.80999999998,2509.899999999978,0.0,False,-85153.1,4779.59,89932.69000000002,0.0,-0.8990713770167923,1.8296954088663413,0.0,10,False,17646.5,113773.84,0.15510155937428147,39.666666666666664,0.0,0.0,True
COMP_0006,2026-07,-43670.92,1208.7,44879.619999999995,0.0,0.0,0.0,2366.91,19406.059999999998,0.0,10.0,-43670.92,11178.889999999983,11178.889999999983,0.0,False,-102747.98999999999,4561.3099999999995,107309.3,0.0,-0.9184538280429506,0.3125234252762803,0.0,11,False,19080.350000000006,115070.88999999998,0.16581387351744659,41.333333333333336,0.0,0.0,True
COMP_0006,2026-08,4419.339999999999,5091.28,31152.94,0.0,30481.0,0.0,2486.14,0.0,0.0,13.0,-26061.66,15598.229999999994,6367.699999999988,0.0,False,-91204.87,8192.68,99397.55,0.0,-0.8477058744088565,0.4707831329846659,0.0,12,False,19453.849999999977,189264.0,0.10278684800067618,35.75,0.0,0.0,True
COMP_0007,2025-01,-1369866.1738346478,8471033.307691284,8971034.22152593,357265.26,-512600.0,2567.96,9769.54,326811.82,4744.69,253.0,-500000.91383464634,10663290.686600804,6011016.635446958,0.0,False,,,,,,,,1,True,,,,,,,False
COMP_0007,2025-02,-1550496.5953117108,5038264.759706604,6666509.985018315,151951.37,229700.0,6690.04,10296.06,118.81,4751.4,235.0,-1628245.2253117105,9112794.091289094,9084767.56747957,0.0,False,,,,,,,,2,True,,,,,,,False
COMP_0007,2025-03,-2591536.1151085477,3994046.187183723,6982930.932292271,151951.37,549300.0,14426.41,301700.6,745410.2799999999,4985.888461538461,243.0,-2988884.7451085486,6521257.976180545,6521257.976180545,0.0,False,-5117130.884254905,17503344.25458161,22620475.138836518,661168.0,-0.12753349410934478,0.8648701589363651,0.03777380998645074,3,True,,,,,,,False
COMP_0007,2025-04,-825471.6630819731,3807854.572500164,4558374.865582137,151951.37,77000.0,4942.29,10420.77,198818.43999999997,3736.2400000000002,241.0,-750520.2930819732,5695786.313098571,5559856.688186291,0.0,False,-5367650.263502233,12840165.519390492,18207815.782892723,455854.11,-0.1728824238601144,0.9384628635879685,0.03550219888611209,4,True,,,,,,,False
COMP_0007,2025-05,-159819.84659802145,6686910.608179187,6606499.084777209,151951.37,-88280.0,16822.62,10420.77,0.0,8072.829183356622,252.0,80411.52340197843,5535966.466500551,4662317.733491702,0.0,False,-3658993.5147885433,14488811.367863074,18147804.88265162,455854.11,-0.11211313963134396,0.9151464602409277,0.03146249187915496,5,True,,,,,,,False
COMP_0007,2025-06,2952476.62558071,10976523.48370841,7878786.792475525,151951.37,6691.304347826081,21453.55,11058.830000000002,0.0,3579.475226436619,237.0,3097736.6912328843,8488443.092081264,4568653.573226215,0.0,False,2427627.9215528895,21471288.664387763,19043660.742834873,455854.11,0.05991931267523968,1.3372076734681935,0.02123086867888273,6,False,,,,,,,False
COMP_0007,2025-07,-1619340.500280173,7374049.975788203,10265518.526068376,151471.95,1423600.0,13039.99,9083.269999999999,428028.4,4318.771623931624,285.0,-2891468.5502801733,6869102.591801091,6710498.842081263,0.0,False,286679.6643546894,25037484.0676758,24750804.40332111,455374.69,0.00575797387615942,0.8325914358015025,0.018187717614482818,7,False,,,,,,,False
COMP_0007,2025-08,3491809.799570161,10630497.64101369,7782915.891443529,151471.95,795700.0,2034.81,243019.41,0.0,5215.11052631579,215.0,2847581.74957016,10360912.391371254,6542047.344432671,0.0,False,3053849.890522871,28981071.100510303,25927221.20998743,454895.27,0.05561728041465635,1.1988456812386963,0.015696289085464138,8,False,,,,,,,False
COMP_0007,2025-09,681348.4786846297,6638806.203279734,6008388.206798494,151471.95,202402.43220338982,3787.8,6599.15,633094.1799999999,3698.409658119658,270.0,630417.9964812398,11042260.870055884,8840527.288978092,0.0,False,586531.1957712267,24643353.82008163,24056822.624310397,454415.85000000003,0.012043718084696333,1.3770223577527523,0.018439691825943797,9,False,,,,,,,False
COMP_0007,2025-10,259299.2879487178,7563119.420751547,7018190.614683172,355643.86000000004,70014.34188034188,12157.4,9768.46,0.0,2148.3572649572648,275.0,544928.8060683757,11301560.1580046,10050895.410226824,0.0,False,4022928.5521197757,24832423.265044972,20809494.712925196,658587.76,0.088141093327005,1.6292889828293102,0.026521284409929183,10,False,,,,,,,False
