company_id,month,obligacion_regular_falta,factura_recibida_vencida_90d,saldo_negativo,caja_agotandose,coste_financiero_disparado
COMP_0016,2026-03,,0.0,0.0,0.0,0.0
COMP_0016,2026-04,,0.0,0.0,0.0,0.0
COMP_0016,2026-05,,0.0,0.0,0.0,0.0
COMP_0016,2026-06,,0.0,0.0,0.0,0.0
COMP_0016,2026-07,,0.0,0.0,0.0,0.0
COMP_0016,2026-08,,0.0,0.0,0.0,0.0
COMP_0017,2025-08,,0.0,0.0,0.0,
COMP_0017,2025-09,,0.0,0.0,0.0,
COMP_0017,2025-10,,0.0,0.0,0.0,
COMP_0017,2025-11,,0.0,0.0,0.0,
COMP_0017,2025-12,,0.0,0.0,0.0,
COMP_0017,2026-01,,0.0,0.0,0.0,
COMP_0017,2026-02,,0.0,0.0,0.0,0.0
COMP_0017,2026-03,,0.0,0.0,1.0,0.0
COMP_0017,2026-04,,0.0,0.0,1.0,0.0
COMP_0017,2026-05,,0.0,0.0,1.0,0.0
COMP_0017,2026-06,,1.0,0.0,0.0,
COMP_0017,2026-07,,1.0,0.0,0.0,0.0
COMP_0017,2026-08,,0.0,0.0,0.0,0.0
COMP_0018,2025-02,,0.0,0.0,0.0,
COMP_0018,2025-03,,0.0,0.0,1.0,
COMP_0018,2025-04,,0.0,0.0,1.0,
COMP_0018,2025-05,,0.0,0.0,1.0,
COMP_0018,2025-06,,1.0,0.0,0.0,
COMP_0018,2025-07,,1.0,0.0,0.0,
COMP_0018,2025-08,,0.0,0.0,1.0,0.0
COMP_0018,2025-09,,0.0,0.0,1.0,0.0
COMP_0018,2025-10,,0.0,0.0,1.0,0.0
COMP_0018,2025-11,,1.0,0.0,0.0,0.0
COMP_0018,2025-12,,0.0,0.0,0.0,0.0
COMP_0018,2026-01,,0.0,0.0,1.0,0.0
COMP_0018,2026-02,,0.0,0.0,1.0,0.0
COMP_0018,2026-03,,0.0,0.0,1.0,0.0
COMP_0018,2026-04,,1.0,0.0,1.0,0.0
COMP_0018,2026-05,,1.0,0.0,0.0,0.0
COMP_0018,2026-06,,1.0,0.0,0.0,0.0
COMP_0018,2026-07,,0.0,0.0,0.0,0.0
COMP_0018,2026-08,,0.0,0.0,0.0,0.0
COMP_0019,2025-02,,,0.0,1.0,
COMP_0019,2025-03,,,0.0,1.0,
COMP_0019,2025-04,,,0.0,0.0,
COMP_0019,2025-05,,,0.0,0.0,
COMP_0019,2025-06,,,0.0,1.0,
COMP_0019,2025-07,,,0.0,1.0,
COMP_0019,2025-08,0.0,,0.0,0.0,0.0
COMP_0019,2025-09,0.0,,0.0,1.0,0.0
COMP_0019,2025-10,0.0,,0.0,1.0,0.0
COMP_0019,2025-11,0.0,,0.0,1.0,0.0
COMP_0019,2025-12,0.0,,0.0,0.0,0.0
COMP_0019,2026-01,0.0,,0.0,1.0,0.0
COMP_0019,2026-02,0.0,,0.0,1.0,0.0
COMP_0019,2026-03,1.0,,0.0,1.0,0.0
COMP_0019,2026-04,1.0,,0.0,0.0,0.0
COMP_0019,2026-05,,,0.0,0.0,0.0
COMP_0019,2026-06,,,0.0,0.0,0.0
COMP_0019,2026-07,,,0.0,0.0,0.0
COMP_0019,2026-08,,,0.0,1.0,0.0
COMP_0020,2026-06,,,0.0,0.0,
COMP_0020,2026-07,,,0.0,0.0,
COMP_0020,2026-08,,,0.0,0.0,
COMP_0021,2026-07,,1.0,0.0,0.0,
COMP_0021,2026-08,,1.0,0.0,0.0,
COMP_0022,2025-02,,0.0,0.0,1.0,
COMP_0022,2025-03,,0.0,0.0,1.0,
COMP_0022,2025-04,,0.0,0.0,1.0,
COMP_0022,2025-05,,0.0,0.0,1.0,
COMP_0022,2025-06,,0.0,0.0,0.0,
COMP_0022,2025-07,,0.0,0.0,1.0,
COMP_0022,2025-08,0.0,0.0,0.0,1.0,0.0
COMP_0022,2025-09,0.0,0.0,0.0,1.0,0.0
COMP_0022,2025-10,0.0,0.0,0.0,1.0,0.0
COMP_0022,2025-11,0.0,0.0,0.0,1.0,0.0
COMP_0022,2025-12,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-01,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-02,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-03,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-04,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-05,0.0,0.0,0.0,1.0,0.0
COMP_0022,2026-06,0.0,0.0,0.0,0.0,0.0
COMP_0022,2026-07,0.0,0.0,0.0,0.0,0.0
COMP_0022,2026-08,0.0,0.0,0.0,0.0,0.0
COMP_0023,2025-08,,0.0,0.0,0.0,
COMP_0023,2025-09,,1.0,0.0,0.0,
COMP_0023,2025-10,,1.0,0.0,1.0,
COMP_0023,2025-11,,1.0,0.0,0.0,
COMP_0023,2025-12,,0.0,0.0,0.0,
COMP_0023,2026-01,,0.0,0.0,0.0,
COMP_0023,2026-02,,0.0,0.0,1.0,0.0
COMP_0023,2026-03,,0.0,0.0,1.0,0.0
COMP_0023,2026-04,,0.0,0.0,0.0,0.0
COMP_0023,2026-05,,0.0,0.0,0.0,0.0
COMP_0023,2026-06,,0.0,0.0,0.0,0.0
COMP_0023,2026-07,,0.0,0.0,1.0,0.0
COMP_0023,2026-08,,0.0,0.0,0.0,0.0
COMP_0024,2025-06,,0.0,0.0,1.0,
COMP_0024,2025-07,,0.0,0.0,0.0,
COMP_0024,2025-08,,0.0,0.0,0.0,
COMP_0024,2025-09,,0.0,0.0,0.0,
COMP_0024,2025-10,,0.0,0.0,0.0,
COMP_0024,2025-11,,0.0,0.0,0.0,
COMP_0024,2025-12,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-01,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-02,1.0,0.0,0.0,0.0,0.0
COMP_0024,2026-03,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-04,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-05,1.0,0.0,0.0,0.0,0.0
COMP_0024,2026-06,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-07,0.0,0.0,0.0,0.0,0.0
COMP_0024,2026-08,0.0,0.0,0.0,0.0,0.0
COMP_0025,2025-11,,1.0,0.0,0.0,
COMP_0025,2025-12,,0.0,0.0,0.0,
COMP_0025,2026-01,,0.0,0.0,1.0,
COMP_0025,2026-02,,0.0,0.0,1.0,
COMP_0025,2026-03,,0.0,0.0,0.0,
COMP_0025,2026-04,,0.0,0.0,1.0,
COMP_0025,2026-05,0.0,0.0,0.0,0.0,0.0
COMP_0025,2026-06,0.0,0.0,0.0,1.0,0.0
COMP_0025,2026-07,0.0,0.0,0.0,0.0,0.0
COMP_0025,2026-08,0.0,0.0,0.0,0.0,0.0
COMP_0026,2026-06,,,0.0,0.0,
COMP_0026,2026-07,,,0.0,0.0,
COMP_0026,2026-08,,,0.0,1.0,
COMP_0027,2026-06,,0.0,0.0,1.0,
COMP_0027,2026-07,,0.0,0.0,1.0,
COMP_0027,2026-08,,0.0,0.0,1.0,
COMP_0028,2025-02,,,0.0,0.0,
COMP_0028,2025-03,,,0.0,0.0,
COMP_0028,2025-04,,,0.0,1.0,
COMP_0028,2025-05,,,0.0,1.0,
COMP_0028,2025-06,,,0.0,0.0,
COMP_0028,2025-07,,,0.0,0.0,
COMP_0028,2025-08,,,0.0,0.0,
COMP_0028,2025-09,,,0.0,0.0,0.0
COMP_0028,2025-10,,,0.0,0.0,0.0
COMP_0028,2025-11,,,0.0,0.0,
COMP_0028,2025-12,,,0.0,0.0,0.0
COMP_0028,2026-01,,,0.0,0.0,0.0
COMP_0028,2026-02,,,0.0,0.0,
COMP_0028,2026-03,,,0.0,0.0,
COMP_0028,2026-04,,,0.0,0.0,0.0
COMP_0028,2026-05,,,0.0,0.0,
COMP_0028,2026-06,,,0.0,0.0,
COMP_0028,2026-07,,,0.0,0.0,0.0
COMP_0028,2026-08,,,0.0,0.0,
COMP_0029,2025-02,,1.0,0.0,0.0,
COMP_0029,2025-03,,1.0,0.0,0.0,
COMP_0029,2025-04,,1.0,0.0,0.0,
COMP_0029,2025-05,,1.0,0.0,0.0,
COMP_0029,2025-06,,1.0,0.0,0.0,
COMP_0029,2025-07,,1.0,0.0,0.0,
COMP_0029,2025-08,,1.0,0.0,0.0,0.0
COMP_0029,2025-09,,1.0,0.0,0.0,0.0
COMP_0029,2025-10,,1.0,0.0,0.0,0.0
COMP_0029,2025-11,,1.0,0.0,0.0,0.0
COMP_0029,2025-12,,1.0,0.0,0.0,0.0
COMP_0029,2026-01,,1.0,0.0,0.0,0.0
COMP_0029,2026-02,,1.0,0.0,0.0,0.0
COMP_0029,2026-03,,1.0,0.0,0.0,0.0
COMP_0029,2026-04,,1.0,0.0,0.0,0.0
COMP_0029,2026-05,,1.0,0.0,0.0,0.0
COMP_0029,2026-06,,1.0,0.0,0.0,0.0
COMP_0029,2026-07,,1.0,0.0,0.0,0.0
COMP_0029,2026-08,,1.0,0.0,0.0,0.0
COMP_0030,2025-02,,,0.0,0.0,
COMP_0030,2025-03,,,0.0,0.0,
COMP_0030,2025-04,,,0.0,0.0,
COMP_0030,2025-05,,,0.0,0.0,
COMP_0030,2025-06,,,0.0,0.0,
COMP_0030,2025-07,,,0.0,0.0,
COMP_0030,2025-08,,,0.0,0.0,0.0
COMP_0030,2025-09,,,0.0,0.0,0.0
COMP_0030,2025-10,,,0.0,0.0,0.0
COMP_0030,2025-11,,,0.0,0.0,0.0
COMP_0030,2025-12,,,0.0,0.0,0.0
COMP_0030,2026-01,,,0.0,0.0,0.0
COMP_0030,2026-02,,,0.0,0.0,0.0
COMP_0030,2026-03,,,0.0,0.0,0.0
COMP_0030,2026-04,,,0.0,0.0,0.0
COMP_0030,2026-05,,,0.0,0.0,0.0
COMP_0030,2026-06,,,0.0,0.0,0.0
COMP_0030,2026-07,,,0.0,0.0,0.0
COMP_0030,2026-08,,,0.0,0.0,0.0
COMP_0031,2026-04,,0.0,0.0,1.0,
COMP_0031,2026-05,,1.0,0.0,1.0,
COMP_0031,2026-06,,1.0,0.0,1.0,
COMP_0031,2026-07,,1.0,0.0,0.0,
COMP_0031,2026-08,,1.0,0.0,0.0,
COMP_0032,2025-03,,0.0,0.0,0.0,
COMP_0032,2025-04,,0.0,0.0,0.0,
COMP_0032,2025-05,,0.0,0.0,0.0,
COMP_0032,2025-06,,0.0,0.0,0.0,
COMP_0032,2025-07,,0.0,0.0,0.0,
COMP_0032,2025-08,,0.0,0.0,0.0,
COMP_0032,2025-09,,0.0,0.0,0.0,
COMP_0032,2025-10,,0.0,0.0,0.0,0.0
COMP_0032,2025-11,,0.0,0.0,0.0,0.0
COMP_0032,2025-12,,0.0,0.0,0.0,0.0
COMP_0032,2026-01,,0.0,0.0,0.0,1.0
COMP_0032,2026-02,,0.0,0.0,0.0,
COMP_0032,2026-03,,0.0,0.0,0.0,
COMP_0032,2026-04,,,0.0,,
COMP_0032,2026-05,,,0.0,,
COMP_0032,2026-06,,,0.0,,
COMP_0032,2026-07,,,0.0,,
COMP_0032,2026-08,,,0.0,,
COMP_0033,2026-03,,,,,
COMP_0033,2026-04,,,,,
COMP_0033,2026-05,,,,,
COMP_0033,2026-06,,,,,
COMP_0033,2026-07,,,,,
COMP_0033,2026-08,,,,,
COMP_0034,2025-08,,,0.0,1.0,
COMP_0034,2025-09,,,0.0,1.0,
COMP_0034,2025-10,,,0.0,1.0,
COMP_0034,2025-11,,,0.0,1.0,
COMP_0034,2025-12,,,0.0,1.0,
COMP_0034,2026-01,,,0.0,1.0,
COMP_0034,2026-02,0.0,,0.0,1.0,0.0
COMP_0034,2026-03,0.0,,0.0,1.0,0.0
COMP_0034,2026-04,0.0,,0.0,1.0,0.0
COMP_0034,2026-05,0.0,,0.0,1.0,0.0
COMP_0034,2026-06,0.0,,0.0,1.0,0.0
COMP_0034,2026-07,0.0,,0.0,1.0,0.0
COMP_0034,2026-08,0.0,,0.0,1.0,0.0
COMP_0035,2025-02,,,0.0,1.0,
COMP_0035,2025-03,,,0.0,1.0,
COMP_0035,2025-04,,,0.0,1.0,
COMP_0035,2025-05,,,0.0,1.0,
COMP_0035,2025-06,,,0.0,0.0,
COMP_0035,2025-07,,,0.0,1.0,
COMP_0035,2025-08,0.0,,0.0,0.0,0.0
COMP_0035,2025-09,0.0,,0.0,0.0,0.0
COMP_0035,2025-10,0.0,,0.0,0.0,0.0
COMP_0035,2025-11,0.0,,0.0,0.0,0.0
COMP_0035,2025-12,0.0,,0.0,0.0,0.0
COMP_0035,2026-01,0.0,,0.0,0.0,0.0
COMP_0035,2026-02,0.0,,0.0,0.0,0.0
COMP_0035,2026-03,0.0,,0.0,0.0,0.0
COMP_0035,2026-04,0.0,,0.0,0.0,0.0
COMP_0035,2026-05,0.0,,0.0,0.0,0.0
COMP_0035,2026-06,0.0,,0.0,0.0,0.0
COMP_0035,2026-07,0.0,,0.0,0.0,0.0
COMP_0035,2026-08,0.0,,0.0,0.0,0.0
COMP_0036,2025-06,,,0.0,0.0,
COMP_0036,2025-07,,,0.0,0.0,
COMP_0036,2025-08,,,0.0,0.0,
COMP_0036,2025-09,,,0.0,0.0,
COMP_0036,2025-10,,,0.0,0.0,
COMP_0036,2025-11,,,0.0,0.0,
COMP_0036,2025-12,1.0,,0.0,0.0,0.0
COMP_0036,2026-01,0.0,,0.0,0.0,0.0
COMP_0036,2026-02,0.0,,0.0,0.0,0.0
COMP_0036,2026-03,0.0,,0.0,0.0,0.0
COMP_0036,2026-04,0.0,,0.0,0.0,0.0
COMP_0036,2026-05,0.0,,0.0,0.0,0.0
COMP_0036,2026-06,0.0,,0.0,0.0,0.0
COMP_0036,2026-07,0.0,,0.0,0.0,0.0
COMP_0036,2026-08,0.0,,0.0,0.0,0.0
COMP_0037,2025-06,,0.0,0.0,1.0,
COMP_0037,2025-07,,0.0,0.0,1.0,
COMP_0037,2025-08,,0.0,0.0,1.0,
COMP_0037,2025-09,,0.0,0.0,0.0,
COMP_0037,2025-10,,0.0,0.0,0.0,
COMP_0037,2025-11,,0.0,0.0,0.0,
COMP_0037,2025-12,,0.0,0.0,1.0,0.0
COMP_0037,2026-01,,0.0,0.0,1.0,0.0
COMP_0037,2026-02,,0.0,0.0,0.0,0.0
COMP_0037,2026-03,0.0,0.0,0.0,0.0,0.0
COMP_0037,2026-04,0.0,0.0,0.0,0.0,0.0
COMP_0037,2026-05,0.0,0.0,0.0,0.0,0.0
COMP_0037,2026-06,0.0,0.0,0.0,0.0,0.0
COMP_0037,2026-07,0.0,0.0,0.0,0.0,0.0
COMP_0037,2026-08,0.0,0.0,0.0,1.0,0.0
COMP_0038,2026-06,,0.0,0.0,1.0,
COMP_0038,2026-07,,0.0,0.0,1.0,
COMP_0038,2026-08,,0.0,0.0,1.0,
COMP_0039,2025-02,,0.0,1.0,1.0,
COMP_0039,2025-03,,0.0,1.0,1.0,
COMP_0039,2025-04,,0.0,0.0,0.0,
COMP_0039,2025-05,,0.0,0.0,0.0,
COMP_0039,2025-06,,0.0,0.0,0.0,
COMP_0039,2025-07,,0.0,0.0,1.0,
COMP_0039,2025-08,,0.0,0.0,1.0,0.0
COMP_0039,2025-09,,0.0,0.0,1.0,0.0
COMP_0039,2025-10,,0.0,0.0,0.0,0.0
COMP_0039,2025-11,0.0,0.0,0.0,0.0,0.0
COMP_0039,2025-12,0.0,0.0,0.0,0.0,0.0
COMP_0039,2026-01,1.0,0.0,0.0,0.0,0.0
COMP_0039,2026-02,1.0,0.0,0.0,1.0,0.0
COMP_0039,2026-03,0.0,0.0,0.0,1.0,0.0
COMP_0039,2026-04,0.0,0.0,0.0,0.0,0.0
COMP_0039,2026-05,0.0,0.0,0.0,0.0,0.0
COMP_0039,2026-06,0.0,0.0,0.0,1.0,0.0
COMP_0039,2026-07,0.0,0.0,0.0,1.0,0.0
COMP_0039,2026-08,1.0,0.0,0.0,0.0,0.0
COMP_0040,2026-06,,,0.0,0.0,
COMP_0040,2026-07,,,0.0,0.0,
COMP_0040,2026-08,,,0.0,0.0,
COMP_0041,2026-05,,0.0,0.0,1.0,
COMP_0041,2026-06,,0.0,0.0,1.0,
COMP_0041,2026-07,,0.0,0.0,1.0,
COMP_0041,2026-08,,0.0,0.0,0.0,
COMP_0042,2025-02,,0.0,0.0,0.0,
COMP_0042,2025-03,,0.0,0.0,0.0,
COMP_0042,2025-04,,0.0,0.0,0.0,
COMP_0042,2025-05,,0.0,0.0,0.0,
COMP_0042,2025-06,,0.0,0.0,0.0,
COMP_0042,2025-07,,0.0,0.0,0.0,
COMP_0042,2025-08,0.0,0.0,0.0,0.0,0.0
COMP_0042,2025-09,0.0,0.0,0.0,0.0,0.0
COMP_0042,2025-10,0.0,0.0,0.0,0.0,0.0
COMP_0042,2025-11,0.0,0.0,0.0,0.0,0.0
COMP_0042,2025-12,0.0,0.0,0.0,0.0,0.0
COMP_0042,2026-01,0.0,0.0,0.0,0.0,0.0
COMP_0042,2026-02,0.0,0.0,0.0,0.0,0.0
COMP_0042,2026-03,0.0,0.0,0.0,0.0,0.0
COMP_0042,2026-04,0.0,0.0,0.0,1.0,0.0
COMP_0042,2026-05,0.0,0.0,0.0,1.0,0.0
COMP_0042,2026-06,0.0,0.0,0.0,1.0,0.0
COMP_0042,2026-07,0.0,0.0,0.0,1.0,0.0
COMP_0042,2026-08,0.0,1.0,0.0,0.0,0.0
COMP_0043,2026-05,,0.0,0.0,0.0,
COMP_0043,2026-06,,0.0,0.0,1.0,
COMP_0043,2026-07,,0.0,0.0,1.0,
COMP_0043,2026-08,,0.0,0.0,0.0,
COMP_0044,2026-06,,0.0,1.0,1.0,
COMP_0044,2026-07,,0.0,1.0,1.0,
COMP_0044,2026-08,,0.0,1.0,1.0,
COMP_0045,2026-06,,,0.0,0.0,
COMP_0045,2026-07,,,0.0,0.0,
COMP_0045,2026-08,,,0.0,0.0,
COMP_0047,2025-06,,0.0,0.0,1.0,
COMP_0047,2025-07,,0.0,0.0,1.0,
COMP_0047,2025-08,,0.0,0.0,1.0,
COMP_0047,2025-09,,0.0,0.0,0.0,
COMP_0047,2025-10,,0.0,0.0,0.0,
COMP_0047,2025-11,,0.0,0.0,0.0,
COMP_0047,2025-12,0.0,0.0,0.0,0.0,0.0
COMP_0047,2026-01,0.0,0.0,0.0,1.0,0.0
COMP_0047,2026-02,0.0,0.0,0.0,1.0,0.0
COMP_0047,2026-03,0.0,0.0,0.0,0.0,0.0
COMP_0047,2026-04,0.0,0.0,0.0,1.0,0.0
COMP_0047,2026-05,0.0,0.0,0.0,1.0,0.0
COMP_0047,2026-06,0.0,0.0,0.0,1.0,0.0
COMP_0047,2026-07,1.0,1.0,0.0,0.0,0.0
COMP_0047,2026-08,,1.0,0.0,0.0,
COMP_0048,2026-06,,0.0,1.0,1.0,
COMP_0048,2026-07,,0.0,1.0,1.0,
COMP_0048,2026-08,,1.0,1.0,1.0,
COMP_0049,2025-06,,1.0,0.0,0.0,
COMP_0049,2025-07,,1.0,0.0,0.0,
COMP_0049,2025-08,,0.0,0.0,0.0,
COMP_0049,2025-09,,0.0,0.0,0.0,
COMP_0049,2025-10,,1.0,0.0,0.0,
COMP_0049,2025-11,,0.0,0.0,0.0,
COMP_0049,2025-12,,0.0,0.0,0.0,0.0
COMP_0049,2026-01,,0.0,0.0,1.0,0.0
COMP_0049,2026-02,,0.0,0.0,1.0,0.0
COMP_0049,2026-03,,0.0,0.0,1.0,0.0
