company_id,group_id,country,currency,erp,n_debt_products,debt_granted,debt_outstanding,debt_util,tiene_deuda_producto,tiene_facturas,tiene_erp,paga_deuda_banco,tiene_saldo,meses_historia,saldo_inconsistente,cuentas_moneda_distinta
COMP_0169,GROUP_0090,,EUR,businessCentral,10.0,1492397.67,556898.37,0.3731568208626324,True,True,True,True,True,24.0,True,False
COMP_0594,GROUP_0090,,EUR,businessCentral,10.0,8900510.39,7669860.7299999995,0.8617326865454059,True,True,True,True,True,24.0,False,False
COMP_0852,GROUP_0090,,EUR,businessCentral,,,,,False,True,True,False,True,24.0,True,False
COMP_1170,GROUP_0090,,EUR,businessCentral,,,,,False,True,True,True,True,24.0,False,True
COMP_1249,GROUP_0090,,EUR,businessCentral,8.0,1404064.7,960298.15,0.6839415234924716,True,True,True,True,True,24.0,False,True
COMP_1053,GROUP_0002,,EUR,,22.0,26698409.97,19179507.82,0.7183764067429969,True,False,False,True,True,4.0,False,True
COMP_0022,GROUP_0065,,EUR,,,,,,False,True,False,False,True,24.0,False,False
COMP_0087,GROUP_0065,,EUR,,27.0,63061629.5,27180586.22,0.4310162365848792,True,False,False,True,True,24.0,False,False
COMP_0195,GROUP_0065,,EUR,,3.0,10000000.0,36266.63,0.0036266629999999996,True,False,False,True,True,24.0,False,False
COMP_0250,GROUP_0065,,EUR,netsuite,3.0,1446857.82,175549.88,0.12133181130402985,True,True,True,True,True,24.0,True,False
COMP_0538,GROUP_0065,,EUR,,1.0,227000.0,0.0,0.0,True,False,False,True,True,24.0,True,False
COMP_0549,GROUP_0065,,EUR,,2.0,32400000.0,10000000.0,0.30864197530864196,True,False,False,True,True,24.0,False,False
COMP_0595,GROUP_0065,,EUR,,,,,,False,False,False,False,True,24.0,False,False
COMP_0604,GROUP_0065,,EUR,,7.0,40868776.0,31427514.369999997,0.7689859458966913,True,False,False,True,True,24.0,True,False
COMP_0780,GROUP_0065,,EUR,,,,,,False,True,False,False,True,24.0,False,False
COMP_0791,GROUP_0065,,EUR,,,,,,False,False,False,True,True,24.0,False,False
COMP_0905,GROUP_0065,,EUR,,,,,,False,False,False,False,True,24.0,False,False
COMP_0924,GROUP_0065,,EUR,,6.0,14071779.72,10180443.4,0.723465233436727,True,False,False,True,True,24.0,False,False
COMP_1250,GROUP_0065,,EUR,netsuite,,,,,False,True,True,False,True,24.0,False,False
COMP_0115,GROUP_0095,,EUR,,,,,,False,False,False,False,True,20.0,False,False
COMP_0162,GROUP_0095,,EUR,,,,,,False,False,False,False,True,21.0,False,False
COMP_0248,GROUP_0095,,EUR,businessCentral,37.0,6994716.25,913835.09,0.1306464847662691,True,True,True,True,True,20.0,False,False
COMP_0432,GROUP_0095,,EUR,,,,,,False,False,False,False,True,21.0,False,False
COMP_0529,GROUP_0095,,EUR,,,,,,False,False,False,False,True,14.0,False,False
COMP_0546,GROUP_0095,,EUR,,,,,,False,False,False,False,True,21.0,False,False
COMP_0763,GROUP_0095,,EUR,,,,,,False,False,False,True,True,20.0,True,False
COMP_1027,GROUP_0095,,EUR,,1.0,141000.0,67190.62,0.476529219858156,True,False,False,True,True,21.0,False,False
COMP_1051,GROUP_0095,,EUR,,,,,,False,False,False,False,True,21.0,False,False
COMP_1164,GROUP_0095,,EUR,,1.0,100000.0,66658.24,0.6665824,True,False,False,False,True,21.0,False,False
COMP_1169,GROUP_0095,,EUR,businessCentral,35.0,17278299.080000002,6124680.959999999,0.35447244729601,True,True,True,True,True,21.0,True,False
COMP_1267,GROUP_0095,,EUR,businessCentral,26.0,4004925.9200000004,1042477.8300000001,0.2602989046049571,True,True,True,True,True,20.0,False,False
COMP_0181,GROUP_0045,,EUR,businessCentral,3.0,6224000.0,5463300.0,0.8777795629820051,True,True,True,True,True,24.0,True,False
COMP_0788,GROUP_0045,,EUR,businessCentral,4.0,637287.98,316873.79000000004,0.4972222918750171,True,True,True,True,True,24.0,False,False
COMP_0030,GROUP_0126,,EUR,m3Rosetta,,,,,False,False,True,False,True,24.0,False,True
COMP_0293,GROUP_0126,,EUR,m3Rosetta,2.0,20000000.0,14743898.4,0.73719492,True,True,True,True,True,24.0,False,False
COMP_0493,GROUP_0126,,EUR,,,,,,False,False,False,False,True,11.0,False,True
COMP_0552,GROUP_0126,,EUR,m3Rosetta,,,,,False,True,True,False,True,24.0,True,False
COMP_0647,GROUP_0126,,EUR,m3Rosetta,1.0,30000.0,0.0,0.0,True,True,True,False,True,24.0,True,False
COMP_0848,GROUP_0126,,EUR,,,,,,False,False,False,False,True,24.0,True,True
COMP_0923,GROUP_0126,,EUR,m3Rosetta,,,,,False,True,True,False,True,24.0,False,False
COMP_1022,GROUP_0126,,MXN,m3Rosetta,,,,,False,True,True,False,True,24.0,False,False
COMP_1123,GROUP_0126,,MXN,m3Rosetta,,,,,False,True,True,False,True,24.0,False,False
COMP_1130,GROUP_0126,,EUR,,1.0,0.01,0.0,0.0,True,False,False,False,True,24.0,False,True
COMP_1185,GROUP_0126,,EUR,m3Rosetta,2.0,1695861.51,0.18,1.0614074258929314e-07,True,True,True,True,True,24.0,False,False
COMP_0170,GROUP_0128,,EUR,,,,,,False,False,False,False,True,14.0,False,False
COMP_0653,GROUP_0128,,EUR,,122.0,21772800.0,306400.0,0.014072604350382129,True,False,False,True,True,24.0,False,True
COMP_1034,GROUP_0128,,EUR,,,,,,False,False,False,False,True,8.0,False,False
COMP_1152,GROUP_0128,,EUR,,,,,,False,False,False,False,True,20.0,False,False
COMP_1068,GROUP_0209,,GBP,,15.0,201250.0,1369906.43,1.0,True,False,False,False,True,7.0,False,True
COMP_0040,GROUP_0178,,EUR,,2.0,23406679.150000002,22532736.23,0.9626626693005274,True,False,False,True,True,8.0,False,False
COMP_0716,GROUP_0178,,EUR,,,,,,False,False,False,False,True,8.0,False,False
COMP_0620,GROUP_0082,ES,EUR,businessCentral,,,,,False,True,True,True,True,20.0,False,False
COMP_0770,GROUP_0082,ES,EUR,businessCentral,2.0,338247.73,269800.36,0.7976413027221203,True,True,True,True,True,24.0,False,False
COMP_0950,GROUP_0082,ES,EUR,businessCentral,8.0,188594.85,7900.21,0.04188985012050965,True,True,True,True,True,24.0,False,False
COMP_0057,GROUP_0122,,CAD,netsuite,,,,,False,True,True,False,True,8.0,False,False
COMP_0323,GROUP_0122,,USD,netsuite,,,,,False,True,True,False,True,8.0,False,False
COMP_0365,GROUP_0122,,EUR,netsuite,10.0,10956203.7,7181192.11,0.6554452898680591,True,True,True,False,True,9.0,False,True
COMP_0371,GROUP_0122,,EUR,netsuite,1.0,20000000.0,20000000.0,1.0,True,True,True,False,True,8.0,False,False
COMP_0523,GROUP_0122,,EUR,netsuite,3.0,2000000.0,0.0,0.0,True,True,True,False,True,9.0,False,False
COMP_0783,GROUP_0122,,GBP,netsuite,,,,,False,True,True,False,True,8.0,False,True
COMP_0920,GROUP_0122,,EUR,netsuite,,,,,False,True,True,False,True,8.0,False,False
COMP_1242,GROUP_0122,,EUR,netsuite,,,,,False,True,True,False,True,8.0,False,False
COMP_0062,GROUP_0165,,EUR,,,,,,False,False,False,True,True,20.0,False,False
COMP_0517,GROUP_0165,,EUR,,7.0,751461.99,580609.24,0.7726395316415139,True,False,False,True,True,21.0,True,False
COMP_1121,GROUP_0165,,EUR,,2.0,43904.59,26414.89,0.601643017279059,True,False,False,False,False,11.0,False,False
COMP_1148,GROUP_0165,,EUR,,,,,,False,False,False,False,True,11.0,False,False
COMP_0558,GROUP_0026,,EUR,businessOne,,,,,False,True,True,True,True,7.0,False,False
COMP_1262,GROUP_0026,,EUR,businessOne,1.0,1095728.13,1095728.13,1.0,True,True,True,True,True,7.0,False,False
COMP_0004,GROUP_0058,ES,EUR,businessCentral,13.0,3143905.87,1295783.74,0.4121572952818718,True,True,True,True,True,9.0,False,False
COMP_0664,GROUP_0058,ES,EUR,businessCentral,7.0,2988068.71,1577176.77,0.5278248002536728,True,True,True,True,True,9.0,False,False
COMP_0745,GROUP_0058,ES,EUR,businessCentral,14.0,7698506.43,5817739.69,0.7556971917733399,True,True,True,True,True,9.0,True,False
COMP_0038,GROUP_0104,,EUR,,2.0,5211767.59,4412473.12,0.8466365861107019,True,True,False,True,True,8.0,False,True
COMP_0058,GROUP_0104,ES,EUR,libra,32.0,46203749.05,37561014.54,0.8129430038102071,True,True,True,True,True,8.0,True,True
COMP_0132,GROUP_0104,ES,EUR,libra,1.0,198657.26,181304.57,0.912650109037042,True,True,True,True,True,8.0,False,False
COMP_0291,GROUP_0104,,EUR,,,,,,False,True,False,False,True,8.0,False,False
COMP_0420,GROUP_0104,,EUR,,8.0,5223067.6899999995,4921140.16,0.9421934487699509,True,True,False,True,True,8.0,False,False
COMP_0676,GROUP_0104,ES,EUR,libra,1.0,50000.0,24371.57,0.4874314,True,True,True,False,False,,False,False
COMP_0756,GROUP_0104,ES,EUR,libra,,,,,False,True,True,True,True,7.0,False,False
COMP_0944,GROUP_0104,ES,EUR,libra,2.0,540310.6599999999,492506.83,0.9115252880629823,True,True,True,True,True,8.0,False,False
COMP_1208,GROUP_0104,ES,EUR,libra,4.0,192246.69,64583.86,0.33594263703577937,True,True,True,False,True,7.0,False,False
COMP_1243,GROUP_0104,ES,EUR,libra,1.0,205364.94,189006.5,0.9203445339793638,True,True,True,True,True,8.0,False,False
COMP_0223,GROUP_0078,,EUR,,,,,,False,False,False,False,True,24.0,True,False
COMP_0258,GROUP_0078,,EUR,,4.0,2066204.2000000002,1400988.75,0.6780495122408521,True,False,False,True,True,24.0,False,False
COMP_0383,GROUP_0078,,EUR,,,,,,False,False,False,True,True,24.0,False,False
COMP_0827,GROUP_0078,,EUR,,1.0,250000.0,2061.8,0.008247200000000001,True,False,False,True,True,24.0,False,False
COMP_1265,GROUP_0078,,EUR,,,,,,False,False,False,False,True,23.0,False,False
COMP_1286,GROUP_0030,,EUR,,4.0,3700000.0,2109514.64,0.5701390918918919,True,False,False,True,True,24.0,False,True
COMP_0152,GROUP_0037,ES,EUR,navision,,,,,False,True,True,True,True,24.0,True,True
COMP_0198,GROUP_0037,ES,EUR,navision,,,,,False,True,True,False,True,24.0,False,False
COMP_0636,GROUP_0037,ES,EUR,navision,,,,,False,True,True,True,True,24.0,False,False
COMP_0847,GROUP_0037,ES,EUR,navision,,,,,False,True,True,False,True,24.0,False,False
COMP_0994,GROUP_0037,ES,EUR,navision,4.0,240000000.0,180025000.0,0.7501041666666667,True,True,True,True,True,24.0,True,True
COMP_1168,GROUP_0037,ES,EUR,navision,,,,,False,True,True,False,True,24.0,False,False
COMP_0119,GROUP_0048,,EUR,businessCentral,1.0,519493.67,354491.05,0.6823779970215998,True,True,True,True,True,8.0,False,False
COMP_0171,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,False,False
COMP_0192,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,False,False
COMP_0435,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,True,True,8.0,False,False
COMP_0436,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,True,False
COMP_0540,GROUP_0048,,EUR,businessCentral,4.0,486696.32,181525.59,0.37297506173870393,True,True,True,True,True,8.0,True,False
COMP_0668,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,False,False
COMP_0858,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,True,True,8.0,False,False
COMP_0887,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,False,False
COMP_1062,GROUP_0048,,EUR,businessCentral,,,,,False,True,True,False,True,8.0,False,False
COMP_0744,GROUP_0032,US,USD,,,,,,False,False,False,False,True,7.0,True,True
COMP_1012,GROUP_0032,,EUR,,10.0,5831819.35,3498939.6,0.5999739343777856,True,False,False,True,True,10.0,False,False
COMP_1025,GROUP_0032,,EUR,,3.0,417731.25,47731.25,0.11426305788709847,True,False,False,True,True,10.0,True,False
COMP_1146,GROUP_0032,,EUR,,,,,,False,False,False,False,True,9.0,False,False
COMP_0233,GROUP_0150,,EUR,,,,,,False,False,False,False,True,24.0,False,True
COMP_0316,GROUP_0150,España,EUR,sage200,,,,,False,True,True,True,True,24.0,False,True
COMP_0341,GROUP_0150,España,EUR,sage200,,,,,False,True,True,False,True,24.0,False,True
COMP_0389,GROUP_0150,,EUR,,,,,,False,False,False,True,True,17.0,False,False
COMP_0438,GROUP_0150,España,EUR,sage200,,,,,False,True,True,False,True,24.0,False,False
COMP_0492,GROUP_0150,,EUR,sage200,,,,,False,True,True,False,True,24.0,False,False
COMP_0568,GROUP_0150,ES,EUR,sage200,4.0,1100000.0,0.0,0.0,True,True,True,True,True,20.0,False,True
COMP_0665,GROUP_0150,,EUR,sage200,,,,,False,True,True,True,True,24.0,False,True
COMP_0859,GROUP_0150,,EUR,,,,,,False,False,False,False,True,24.0,False,False
COMP_0916,GROUP_0150,,EUR,,,,,,False,False,False,False,True,24.0,False,True
COMP_1153,GROUP_0150,,EUR,,,,,,False,False,False,False,True,24.0,True,False
COMP_1155,GROUP_0150,,EUR,sage200,,,,,False,True,True,False,True,24.0,False,True
COMP_1157,GROUP_0150,,EUR,,,,,,False,False,False,True,True,11.0,False,False
COMP_0466,GROUP_0200,,EUR,netsuite,3.0,2099999.9,726853.84,0.34612089267242346,True,True,True,True,True,20.0,False,False
COMP_0563,GROUP_0200,ES,EUR,netsuite,2.0,8362242.62,1022836.06,0.12231599900649619,True,True,True,True,True,20.0,False,False
COMP_0598,GROUP_0200,DE,EUR,netsuite,1.0,14020855.48,0.0,0.0,True,True,True,True,True,20.0,False,False
COMP_0682,GROUP_0200,ES,EUR,netsuite,2.0,10541666.86,875000.2,0.08300397001921572,True,True,True,True,True,20.0,False,False
COMP_0689,GROUP_0200,,EUR,netsuite,,,,,False,True,True,False,True,20.0,False,False
COMP_0735,GROUP_0200,,EUR,netsuite,,,,,False,True,True,False,True,19.0,False,False
COMP_0958,GROUP_0200,ES,EUR,netsuite,6.0,31200.0,3727.49,0.11947083333333333,True,True,True,False,True,20.0,False,False
COMP_1093,GROUP_0200,ES,EUR,netsuite,,,,,False,True,True,False,True,20.0,False,False
COMP_1277,GROUP_0200,DE,EUR,netsuite,,,,,False,True,True,False,True,20.0,False,False
COMP_0065,GROUP_0139,ES,EUR,businessCentral,9.0,5040000.0,0.0,0.0,True,True,True,True,True,24.0,False,False
COMP_0686,GROUP_0139,ES,EUR,businessCentral,26.0,5304599.05,1001327.98,0.188766006735231,True,True,True,True,True,24.0,True,False
COMP_1117,GROUP_0139,,EUR,,1.0,552018.27,495734.93,0.8980408021640298,True,False,False,True,True,12.0,False,False
COMP_1171,GROUP_0139,ES,EUR,businessCentral,9.0,4287047.48,153610.65999999997,0.03583134096756026,True,True,True,True,True,24.0,True,False
COMP_1191,GROUP_0139,ES,EUR,businessCentral,7.0,3380000.0,381532.61,0.11287947041420118,True,True,True,True,True,23.0,True,False
COMP_0006,GROUP_0195,,EUR,businessCentral,,,,,False,True,True,False,True,12.0,False,False
COMP_0008,GROUP_0195,,EUR,businessCentral,,,,,False,True,True,False,True,12.0,False,True
COMP_0116,GROUP_0195,,EUR,businessCentral,,,,,False,True,True,False,True,12.0,False,False
COMP_0364,GROUP_0195,,EUR,businessCentral,,,,,False,True,True,False,True,12.0,False,False
COMP_0974,GROUP_0195,,EUR,businessCentral,5.0,9000.0,85.93,0.009547777777777778,True,True,True,False,True,12.0,False,False
COMP_1020,GROUP_0195,,EUR,businessCentral,,,,,False,True,True,False,True,12.0,False,False
COMP_1237,GROUP_0206,,EUR,fo,1.0,1500000.0,1515669.61,1.0,True,True,True,False,True,13.0,True,True
COMP_0385,GROUP_0145,,EUR,,2.0,4000000.0,1147969.04,0.28699226,True,False,False,True,True,16.0,False,True
COMP_0110,GROUP_0008,,EUR,businessCentral,,,,,False,True,True,False,True,7.0,False,True
COMP_0464,GROUP_0008,,EUR,businessCentral,,,,,False,True,True,False,True,7.0,False,True
COMP_0514,GROUP_0008,,EUR,businessCentral,,,,,False,True,True,False,True,7.0,False,True
COMP_0580,GROUP_0008,,EUR,businessCentral,,,,,False,True,True,False,True,7.0,False,True
COMP_0643,GROUP_0008,,EUR,businessCentral,1.0,100000.0,50000.0,0.5,True,True,True,False,True,7.0,False,True
COMP_0787,GROUP_0008,,EUR,businessCentral,,,,,False,True,True,False,True,7.0,True,True
COMP_0290,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,14.0,False,False
COMP_0543,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,14.0,False,False
COMP_0593,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,15.0,False,False
COMP_0648,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,14.0,False,False
COMP_0654,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,11.0,False,False
COMP_0842,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,20.0,False,False
COMP_1172,GROUP_0053,ES,EUR,businessOne,,,,,False,True,True,False,True,14.0,False,False
COMP_1129,GROUP_0024,,EUR,,3.0,1500000.0,1039014.6,0.6926764,True,False,False,False,True,9.0,False,False
